,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",2200,0.040308,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",4400,0.037823,200.0,11,-1475.245558,-1719.75091,-1220.829336,160.298906
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",6600,0.038922,200.0,11,-1410.552182,-1739.30709,-879.316456,299.689343
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",8800,0.037944,200.0,11,-1147.260843,-1433.776208,-750.345212,214.033995
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",11000,0.037763,200.0,11,-1167.968178,-1868.471399,-759.520245,285.747526
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",13200,0.037463,200.0,11,-1091.54618,-1770.336611,-776.198128,301.642898
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",15400,0.038966,200.0,11,-1396.014472,-1788.54222,-856.414527,340.733308
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",17600,0.039513,200.0,11,-1287.77111,-1696.212047,-780.895077,295.079928
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",19800,0.036572,200.0,11,-1181.294257,-1789.738437,-768.011456,283.315166
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",22000,0.03641,200.0,11,-1273.723615,-1623.012636,-764.117309,263.605113
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",24200,0.036523,200.0,11,-1241.509424,-1802.198884,-882.079094,302.479632
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",26400,0.036779,200.0,11,-1286.608222,-1861.562058,-780.365865,321.067625
