,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",2200,0.03756,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",4400,0.037621,200.0,11,-1481.720291,-1722.128251,-1236.872326,157.094725
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",6600,0.038777,200.0,11,-1415.318986,-1742.028483,-879.783049,297.045412
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",8800,0.038418,200.0,11,-1149.698769,-1439.158402,-741.019585,218.877452
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",11000,0.038255,200.0,11,-1181.00706,-1869.591243,-867.001032,275.698638
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",13200,0.03584,200.0,11,-1140.475784,-1777.239117,-874.589337,276.513608
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",15400,0.035884,200.0,11,-1399.274131,-1792.161841,-821.098055,346.172446
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",17600,0.038564,200.0,11,-1290.804956,-1692.623871,-856.439587,281.124445
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",19800,0.037028,200.0,11,-1199.028179,-1788.317655,-861.487576,260.103521
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",22000,0.035616,200.0,11,-1308.860385,-1621.606313,-1033.813404,197.052449
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",24200,0.03691,200.0,11,-1272.302383,-1802.428547,-1008.159162,269.996471
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",26400,0.036353,200.0,11,-1313.900451,-1853.875702,-891.789034,279.9415
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",28600,0.037243,200.0,11,-1383.525564,-1816.602485,-962.647633,306.413486
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",30800,0.038388,200.0,11,-1167.907469,-1839.540409,-924.763045,247.091646
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",33000,0.036953,200.0,11,-1204.120803,-1614.944804,-746.622443,293.76199
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",35200,0.038178,200.0,11,-1178.24975,-1845.360044,-910.830386,269.11548
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",37400,0.040485,200.0,11,-1213.197641,-1799.424187,-976.305651,264.041909
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",39600,0.038789,200.0,11,-1206.59269,-1578.079868,-1019.388098,165.282668
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",41800,0.040246,200.0,11,-1267.223663,-1591.344995,-985.259901,241.079188
0,"exp_name: Pendulum-v1_2023-01-13 (seperate network, TD actor-critic advantage, no normalization)",44000,0.038542,200.0,11,-1299.957458,-1608.006815,-1033.838805,172.635939
