,mean episodic length,mean episodic rewards,timestep
0,200.0,-1277.9901390931113,2600
0,200.0,-1326.955260840697,5200
0,200.0,-1310.8017529256415,7800
0,200.0,-1239.0310794927523,10400
0,200.0,-1049.056616802924,13000
0,200.0,-1370.6436760254733,15600
0,200.0,-1217.4173653438572,18200
0,200.0,-1146.068151537564,20800
0,200.0,-1262.4157263274503,23400
0,200.0,-1175.3801616587152,26000
0,200.0,-1353.0577047122463,28600
0,200.0,-1062.7538262613207,31200
0,200.0,-1220.0868655051827,33800
0,200.0,-1063.8849782526813,36400
0,200.0,-1189.1651174841309,39000
0,200.0,-1229.7887319412403,41600
0,200.0,-1173.1027498037843,44200
0,200.0,-1220.9853608528826,46800
0,200.0,-1202.5356902793462,49400
0,200.0,-1178.265451111545,52000
0,200.0,-1069.2958391408008,54600
0,200.0,-1145.1415001853316,57200
0,200.0,-1176.9609927961756,59800
0,200.0,-1133.4728890909805,62400
0,200.0,-1217.389898731116,65000
0,200.0,-1214.8568183339332,67600
0,200.0,-1070.1257941098688,70200
0,200.0,-1131.9671574449162,72800
0,200.0,-1264.9965044786322,75400
0,200.0,-1198.0252135714127,78000
0,200.0,-1296.7685317845667,80600
0,200.0,-1246.3006967816766,83200
0,200.0,-1182.7582897206503,85800
0,200.0,-1271.4555054278933,88400
0,200.0,-1415.1747877305756,91000
0,200.0,-1280.3410899218832,93600
0,200.0,-1254.2839299429002,96200
0,200.0,-1134.3164198691802,98800
0,200.0,-1264.9588218858512,101400
0,200.0,-1153.6017254687856,104000
0,200.0,-1175.444831923365,106600
0,200.0,-1197.221578483121,109200
0,200.0,-1183.5399538376123,111800
0,200.0,-1176.6762828048136,114400
0,200.0,-1189.5477984735949,117000
0,200.0,-1253.285372559772,119600
0,200.0,-1124.9811827332749,122200
0,200.0,-1188.656316587465,124800
0,200.0,-1092.4463818097695,127400
0,200.0,-1241.5367089439399,130000
0,200.0,-1308.7999463989613,132600
0,200.0,-1110.4673368935612,135200
0,200.0,-1176.3273564911847,137800
0,200.0,-1022.3720736614845,140400
0,200.0,-1135.917871726062,143000
0,200.0,-1171.3577281110886,145600
0,200.0,-1189.9543506060038,148200
0,200.0,-1276.8026860778407,150800
0,200.0,-1171.300665638099,153400
0,200.0,-1198.349470206239,156000
0,200.0,-1076.9559709084324,158600
0,200.0,-1081.1666230459386,161200
0,200.0,-1146.9575621064769,163800
0,200.0,-1118.2931094663231,166400
0,200.0,-1103.0037476870993,169000
0,200.0,-1111.2880659306234,171600
0,200.0,-1081.1281914554036,174200
0,200.0,-1170.3516346961994,176800
0,200.0,-1170.406506746823,179400
0,200.0,-1158.3669781636145,182000
0,200.0,-1336.605745125139,184600
0,200.0,-1150.5878747349564,187200
0,200.0,-1168.907106913974,189800
0,200.0,-1141.6825661477671,192400
0,200.0,-1276.1899674594702,195000
0,200.0,-1202.342187710402,197600
0,200.0,-1176.9790136044637,200200
0,200.0,-1152.738107893082,202800
0,200.0,-1162.9709095205922,205400
0,200.0,-1247.9205906485406,208000
0,200.0,-1281.996032890877,210600
0,200.0,-1132.1416646585749,213200
0,200.0,-1151.9825458789196,215800
0,200.0,-1216.9402064849457,218400
0,200.0,-1088.1374475796624,221000
0,200.0,-1072.5120948195347,223600
0,200.0,-1169.530106805934,226200
0,200.0,-1246.0628557787968,228800
0,200.0,-1123.3166396023137,231400
0,200.0,-1095.953255065719,234000
0,200.0,-1127.5948712006389,236600
0,200.0,-1149.3456612455223,239200
0,200.0,-1173.5039473904783,241800
0,200.0,-1103.2362250356307,244400
0,200.0,-1155.5940077585874,247000
0,200.0,-1138.9113859470929,249600
0,200.0,-1245.5680986245122,252200
0,200.0,-1035.0663153033217,254800
0,200.0,-1147.1101586226303,257400
0,200.0,-1174.8755648470988,260000
0,200.0,-1145.2448649975668,262600
0,200.0,-1182.7908905359752,265200
0,200.0,-1180.2123948821056,267800
0,200.0,-1211.3975640340593,270400
0,200.0,-1021.8018952005467,273000
0,200.0,-1179.1673439786207,275600
0,200.0,-1154.3052448248186,278200
0,200.0,-1151.2232476134918,280800
0,200.0,-1188.9036279266866,283400
0,200.0,-1138.4311288441972,286000
0,200.0,-1086.8073081572036,288600
0,200.0,-1176.8622353158403,291200
0,200.0,-1318.8096006082899,293800
0,200.0,-1246.6901534488702,296400
0,200.0,-1125.2165738139315,299000
0,200.0,-1114.8894698291729,301600
0,200.0,-1105.6846821346467,304200
0,200.0,-1191.0540002508706,306800
0,200.0,-1223.5988180035927,309400
0,200.0,-1189.1331700645117,312000
0,200.0,-1049.1521802414804,314600
0,200.0,-1108.1651724590631,317200
0,200.0,-1184.9271378257558,319800
0,200.0,-1041.5052517995048,322400
0,200.0,-1209.5098993451352,325000
0,200.0,-1211.4204512276365,327600
0,200.0,-1162.2313955032562,330200
0,200.0,-1102.9696400881328,332800
0,200.0,-1137.2052987735967,335400
0,200.0,-1170.08530507448,338000
0,200.0,-1155.7075500569035,340600
0,200.0,-1068.1434315678896,343200
0,200.0,-1127.5107602367682,345800
0,200.0,-1130.2251448871393,348400
0,200.0,-1144.704962005107,351000
0,200.0,-1107.4229601312202,353600
0,200.0,-1130.635494470098,356200
0,200.0,-1094.8196614276283,358800
0,200.0,-1119.6862718849554,361400
0,200.0,-1212.7889424204238,364000
0,200.0,-1158.5489088104832,366600
0,200.0,-1132.6195316431545,369200
0,200.0,-1102.2716707741956,371800
0,200.0,-1074.270526247713,374400
0,200.0,-1041.9343450229883,377000
0,200.0,-1116.9012052407722,379600
0,200.0,-1135.8829160347568,382200
0,200.0,-1183.4184331049978,384800
0,200.0,-1289.524707834296,387400
0,200.0,-1122.7451996546245,390000
0,200.0,-1246.853688672759,392600
0,200.0,-1102.9130044927224,395200
0,200.0,-1105.6245273495063,397800
0,200.0,-1081.4661983238993,400400
0,200.0,-967.6336561214665,403000
0,200.0,-1090.3955076483528,405600
0,200.0,-1204.7133695619666,408200
0,200.0,-1100.1788623258603,410800
0,200.0,-1008.6325692821217,413400
0,200.0,-1151.9716446294512,416000
0,200.0,-1088.0547493033905,418600
0,200.0,-1026.2686516863434,421200
0,200.0,-1047.312124166933,423800
0,200.0,-1104.9288198698973,426400
0,200.0,-993.6772850707567,429000
0,200.0,-1195.0520644927858,431600
0,200.0,-1107.7753328576196,434200
0,200.0,-1085.801393311182,436800
0,200.0,-1057.0740490457788,439400
0,200.0,-1176.485891421705,442000
0,200.0,-1036.2436743842638,444600
0,200.0,-1022.2090527894435,447200
0,200.0,-1177.7308795296349,449800
0,200.0,-1203.5866566930547,452400
0,200.0,-1135.2351499958118,455000
0,200.0,-1168.2264022126908,457600
0,200.0,-1062.6998019902417,460200
0,200.0,-1059.7415628575116,462800
0,200.0,-1136.974690210703,465400
0,200.0,-1023.6017107376882,468000
0,200.0,-1049.2900084157113,470600
0,200.0,-1088.6864807287905,473200
0,200.0,-1048.8135037633183,475800
0,200.0,-1131.167425063151,478400
0,200.0,-1126.7804261825354,481000
0,200.0,-1031.98135334602,483600
0,200.0,-1098.415263351969,486200
0,200.0,-1129.702996350697,488800
0,200.0,-1050.701740498289,491400
0,200.0,-1166.5064515961576,494000
0,200.0,-973.071934952209,496600
0,200.0,-1172.508188409825,499200
0,200.0,-964.0426594109332,501800
0,200.0,-1093.4295674539671,504400
0,200.0,-1126.3144114178294,507000
0,200.0,-1060.018728642972,509600
0,200.0,-1056.8006057063078,512200
0,200.0,-1044.9765245415176,514800
0,200.0,-1054.3542934536185,517400
