,mean episodic length,mean episodic rewards,timestep
0,200.0,-1277.9901390931113,0
0,200.0,-1326.9692516560017,2600
0,200.0,-1310.7406571912868,5200
0,200.0,-1239.0813488062604,7800
0,200.0,-1048.1619964680572,10400
0,200.0,-1368.8421347084598,13000
0,200.0,-1204.848486092831,15600
0,200.0,-1150.4603318777515,18200
0,200.0,-1263.2929661048677,20800
0,200.0,-1133.5620103328815,23400
0,200.0,-1352.7517539292417,26000
0,200.0,-1065.7074632337788,28600
0,200.0,-1221.3015274181687,31200
0,200.0,-1054.2160679749252,33800
0,200.0,-1189.2470844194183,36400
0,200.0,-1240.9052256525824,39000
0,200.0,-1208.072508721985,41600
0,200.0,-1246.7505550935914,44200
0,200.0,-1199.7333024764098,46800
0,200.0,-1203.4404807123765,49400
0,200.0,-1044.2891770316314,52000
0,200.0,-1125.783846067617,54600
0,200.0,-1175.8231602377655,57200
0,200.0,-1134.2043836517644,59800
0,200.0,-1210.7404587671865,62400
0,200.0,-1256.0249148677708,65000
0,200.0,-1154.7490265844945,67600
0,200.0,-1130.2467766771022,70200
0,200.0,-1293.907845731711,72800
0,200.0,-1239.059705885478,75400
0,200.0,-1315.2441244661156,78000
0,200.0,-1280.0179276422148,80600
0,200.0,-1234.4820413675507,83200
0,200.0,-1325.7545154930801,85800
0,200.0,-1414.192745205547,88400
0,200.0,-1287.5623951318507,91000
0,200.0,-1254.1888564279068,93600
0,200.0,-1147.3061996594688,96200
0,200.0,-1283.9449235522222,98800
0,200.0,-1231.6859641964677,101400
0,200.0,-1182.2488032693761,104000
0,200.0,-1268.3635996476337,106600
0,200.0,-1243.1274164516942,109200
0,200.0,-1279.4890211246925,111800
0,200.0,-1265.6183029937288,114400
0,200.0,-1288.2368538141955,117000
0,200.0,-1263.579023644027,119600
0,200.0,-1254.636865254602,122200
0,200.0,-1173.4692293317955,124800
0,200.0,-1299.739601994589,127400
0,200.0,-1371.7814036253415,130000
0,200.0,-1173.1911554332657,132600
0,200.0,-1268.7818366177485,135200
0,200.0,-1109.2759895001534,137800
0,200.0,-1205.1441567923869,140400
0,200.0,-1247.459984262315,143000
0,200.0,-1257.072250539365,145600
0,200.0,-1313.49596413886,148200
0,200.0,-1275.1643273875873,150800
0,200.0,-1250.6521706450756,153400
0,200.0,-1122.0141539147628,156000
0,200.0,-1175.0410286553897,158600
0,200.0,-1206.2024313609372,161200
0,200.0,-1176.4711757551634,163800
0,200.0,-1144.7061203139303,166400
0,200.0,-1171.9929541564377,169000
0,200.0,-1148.114276263856,171600
0,200.0,-1220.87632894129,174200
0,200.0,-1213.586104444084,176800
0,200.0,-1205.340515668585,179400
0,200.0,-1299.776703692011,182000
0,200.0,-1172.5393215227652,184600
0,200.0,-1138.908074137238,187200
0,200.0,-1142.449808632341,189800
0,200.0,-1254.3901176700024,192400
0,200.0,-1201.554025660964,195000
0,200.0,-1174.7108184162125,197600
0,200.0,-1146.2417756024113,200200
0,200.0,-1159.064459184849,202800
0,200.0,-1236.1726466331286,205400
0,200.0,-1293.9682909270218,208000
0,200.0,-1146.6735037197514,210600
0,200.0,-1163.2718049625712,213200
0,200.0,-1192.4031656982118,215800
0,200.0,-1062.3171470885986,218400
0,200.0,-1060.3389849660011,221000
0,200.0,-1152.9282094538075,223600
0,200.0,-1269.107912943604,226200
0,200.0,-1124.064318334192,228800
0,200.0,-1088.4995922098549,231400
0,200.0,-1138.6870820581828,234000
0,200.0,-1128.6139925021776,236600
0,200.0,-1147.4476920920536,239200
0,200.0,-1114.6084644224552,241800
0,200.0,-1181.9689545374274,244400
0,200.0,-1136.0113484332107,247000
0,200.0,-1269.4111460959346,249600
