,experiment,timestep,mean episodic length,mean episodic returns,mean episodic runtime,std episodic returns
0,experiment,741400,200.0,-960.983626438757,0.036534699526700104,121.38425608830941
0,experiment,743600,200.0,-833.9390998365135,0.03650732473893599,74.30454130495488
0,experiment,745800,200.0,-850.0261032613053,0.036718195134943184,178.4380983006212
0,experiment,748000,200.0,-941.5876882545489,0.03637907721779563,133.08367610595258
0,experiment,750200,200.0,-841.1988538373731,0.03772763772444292,142.1411546623002
0,experiment,752400,200.0,-926.041712610994,0.03909225897355513,162.89075544555064
0,experiment,754600,200.0,-885.742465827157,0.037109635092995384,87.13030338035773
0,experiment,756800,200.0,-916.8102845751226,0.036276297135786575,116.87457841484176
0,experiment,759000,200.0,-847.9573387873298,0.03647188706831499,131.1175791686204
0,experiment,761200,200.0,-936.228566252816,0.03697215427051891,101.87442640408216
0,experiment,763400,200.0,-911.9511211137011,0.03800041025335139,121.45195097002536
0,experiment,765600,200.0,-942.0624452085004,0.039990360086614433,99.96918429991074
0,experiment,767800,200.0,-913.2149121699957,0.037656849080866035,130.64371736274305
0,experiment,770000,200.0,-863.2739453223938,0.03761818192221902,144.88298634757393
0,experiment,772200,200.0,-840.0422475868577,0.03802895545959473,87.6192489096886
0,experiment,774400,200.0,-906.2012217262468,0.038189909674904564,146.46338568870613
0,experiment,776600,200.0,-875.1511855132743,0.03872665491971103,55.73714894177817
0,experiment,778800,200.0,-865.4173016466982,0.039777972481467506,109.60145734804244
0,experiment,781000,200.0,-856.5727073740295,0.036630868911743164,117.2026061043582
0,experiment,783200,200.0,-873.6113301509748,0.03640896623784846,104.03721623305567
0,experiment,785400,200.0,-945.6563574896124,0.03731935674493963,102.11338266045217
0,experiment,787600,200.0,-906.0063906900341,0.036749861457131126,101.6079885490785
0,experiment,789800,200.0,-838.8605595335749,0.037572058764371,125.88387140868355
0,experiment,792000,200.0,-800.1772914581535,0.03902652046897195,105.43538661680465
0,experiment,794200,200.0,-826.3684269047789,0.03669550202109597,74.80808799921066
0,experiment,796400,200.0,-923.7788657219509,0.036234682256525215,120.93757199512763
0,experiment,798600,200.0,-856.4697012721609,0.03643883358348499,134.7277153323896
0,experiment,800800,200.0,-885.7210795774164,0.03616515072909268,152.93288448046968
0,experiment,803000,200.0,-873.4087201227344,0.0388775955546986,137.1379637154539
0,experiment,805200,200.0,-934.5644476171702,0.039325930855490944,120.17952901686549
0,experiment,807400,200.0,-917.8768300595474,0.03625889257951216,188.0103045778772
0,experiment,809600,200.0,-854.2004666957163,0.0361226038499312,118.06930383927097
0,experiment,811800,200.0,-859.7425367328473,0.03642569888721813,142.53312889325653
0,experiment,814000,200.0,-870.3744688976439,0.036247838627208366,130.92422395202917
0,experiment,816200,200.0,-843.3289792440489,0.03884712132540616,103.38166828100708
0,experiment,818400,200.0,-835.8377248991796,0.03857731819152832,116.47506401913188
0,experiment,820600,200.0,-837.8729400067775,0.03751440481706099,172.73208362704992
0,experiment,822800,200.0,-859.1108377027335,0.03625642169605602,113.01114373686266
0,experiment,825000,200.0,-875.2810090049638,0.03751689737493342,99.75995331317091
0,experiment,827200,200.0,-868.8845215969678,0.03619545156305486,157.13437583379238
0,experiment,829400,200.0,-815.3559614860928,0.03790833733298562,89.64788861293427
0,experiment,831600,200.0,-847.7937577725608,0.03872583129189231,67.26896669242207
0,experiment,833800,200.0,-889.9112251894531,0.037253011356700554,104.01395050125686
0,experiment,836000,200.0,-900.0769195027685,0.036892999302257194,125.7056082524945
0,experiment,838200,200.0,-875.8913088964156,0.03687442432750355,128.4823749804969
0,experiment,840400,200.0,-882.3973839345358,0.036301829598166725,125.33120883274084
0,experiment,842600,200.0,-844.4253190243039,0.038601831956343216,51.51924641655746
0,experiment,844800,200.0,-863.6835435669186,0.03854246573014693,132.74814217581553
0,experiment,847000,200.0,-921.9664034931939,0.03627308932217685,90.58824855802058
0,experiment,849200,200.0,-879.9903981154778,0.03613227063959295,101.83404883746935
0,experiment,851400,200.0,-887.1850791320896,0.036702091043645683,104.25290034049101
0,experiment,853600,200.0,-858.376379887456,0.03673063624988903,69.82377073000319
0,experiment,855800,200.0,-856.0847226260622,0.039216258309104225,97.33729398086037
0,experiment,858000,200.0,-870.2940426942357,0.03918472203341397,85.93477991855448
0,experiment,860200,200.0,-877.2162686913852,0.03620971332896839,129.58880355293488
0,experiment,862400,200.0,-878.8089529095305,0.03665154630487615,152.1962356221027
0,experiment,864600,200.0,-891.8140428758394,0.03724488345059482,131.86015761809594
0,experiment,866800,200.0,-821.8109803270144,0.03719873861833052,134.04755547514486
0,experiment,869000,200.0,-836.5974088313778,0.03868790106339888,85.15244943229033
0,experiment,871200,200.0,-911.3532935796505,0.038571617820046165,106.65802334449813
0,experiment,873400,200.0,-841.4880554350814,0.0373333367434415,103.60637535081838
0,experiment,875600,200.0,-889.4239993546041,0.03656304966319691,83.76131402837095
0,experiment,877800,200.0,-781.9035897504797,0.03639994968067516,89.76971599115082
0,experiment,880000,200.0,-833.3713745238948,0.03664278984069824,84.4145176947733
0,experiment,882200,200.0,-858.9691780821084,0.03958660906011408,88.04801903591867
0,experiment,884400,200.0,-833.4543527138444,0.03859595818953081,117.49360820132007
0,experiment,886600,200.0,-857.0780067335982,0.03721997954628684,71.57094639191735
0,experiment,888800,200.0,-876.0951894317005,0.036896012046120384,122.32225160691272
0,experiment,891000,200.0,-839.1627939728565,0.03734174641695889,72.74467336589285
0,experiment,893200,200.0,-842.1984696972781,0.037071726538918236,119.36057922915207
0,experiment,895400,200.0,-917.7643696429401,0.03891860355030407,91.84368637488242
0,experiment,897600,200.0,-870.2791450052554,0.03879844058643688,135.13028812147732
0,experiment,899800,200.0,-818.1563568940596,0.03707235509699041,132.03486937600871
0,experiment,902000,200.0,-780.0946176158087,0.03710831295360218,110.91014712492328
0,experiment,904200,200.0,-753.9060842366002,0.03699554096568714,118.3636421289593
0,experiment,906400,200.0,-845.31907279265,0.037133195183493874,124.47097649022982
0,experiment,908600,200.0,-809.9515002865435,0.03966476700522683,103.0937183885927
0,experiment,910800,200.0,-870.0783683255631,0.038185162977738815,136.55290102351057
0,experiment,913000,200.0,-893.7850593745443,0.03727041591297497,96.95564449160953
0,experiment,915200,200.0,-894.0558170629,0.037385658784346146,124.78117543683202
0,experiment,917400,200.0,-895.4421748569683,0.03697165575894443,77.671125826207
0,experiment,919600,200.0,-861.2039352442754,0.03752931681546298,77.06671476948654
0,experiment,921800,200.0,-859.5408865810058,0.03978794271295721,104.61919136198341
0,experiment,924000,200.0,-810.7991599378835,0.03873135826804421,137.22701002005917
0,experiment,926200,200.0,-854.306071309229,0.037771051580255684,148.93897135731214
0,experiment,928400,200.0,-865.47210902189,0.035996046933260833,132.9142125124844
0,experiment,930600,200.0,-844.7853502262918,0.03613448143005371,142.12373223042792
0,experiment,932800,200.0,-795.2601956625623,0.03635504029013894,110.27883988782199
0,experiment,935000,200.0,-786.241399561832,0.038806243376298385,73.84942257571144
0,experiment,937200,200.0,-854.2458539553531,0.0374019362709739,124.87900370373615
0,experiment,939400,200.0,-856.0841123373197,0.03621927174654874,132.07489863375972
0,experiment,941600,200.0,-805.2150807160762,0.03593457828868519,97.37428293043097
0,experiment,943800,200.0,-810.4658719731914,0.0362493558363481,109.68309024122871
0,experiment,946000,200.0,-906.5763447029319,0.03707272356206721,108.7495878740382
0,experiment,948200,200.0,-806.0989640512834,0.03898945721712979,82.46025518024952
0,experiment,950400,200.0,-798.9209005584802,0.037731474096124824,85.46854838471886
0,experiment,952600,200.0,-821.9292341892939,0.03622657602483576,68.43704308914387
0,experiment,954800,200.0,-866.6032107319319,0.036211859096180306,96.5245098587422
0,experiment,957000,200.0,-855.2639384843355,0.0361582799391313,151.4189822423629
0,experiment,959200,200.0,-784.9422574321194,0.035862337459217415,125.51998309626151
0,experiment,961400,200.0,-794.1689416990587,0.03907554799860174,109.35790432698478
0,experiment,963600,200.0,-873.4761108826402,0.03743646361611106,108.8266867644132
0,experiment,965800,200.0,-842.248058167189,0.035799048163674095,133.30544012729777
0,experiment,968000,200.0,-875.15742134407,0.03613363612781872,142.86300275844718
0,experiment,970200,200.0,-795.0792736985242,0.035923090848055755,85.4587057544644
0,experiment,972400,200.0,-850.9736057703186,0.03589619289744984,133.11115121039722
0,experiment,974600,200.0,-922.5547176975066,0.037856101989746094,109.72357786165007
0,experiment,976800,200.0,-816.5540441984398,0.03696805780584162,87.21288913143471
0,experiment,979000,200.0,-827.5637092803986,0.03613023324446245,99.5601319840405
0,experiment,981200,200.0,-808.2710643996041,0.03589985587380149,106.88028264907824
0,experiment,983400,200.0,-854.834684460417,0.036628528074784714,151.58061709610809
0,experiment,985600,200.0,-845.9632954985536,0.036006385629827324,40.80156937818223
0,experiment,987800,200.0,-823.8543044695244,0.038437518206509674,112.6205929268111
0,experiment,990000,200.0,-823.6527419373205,0.038476965644142845,95.78250903819188
0,experiment,992200,200.0,-812.1995984869353,0.035971879959106445,95.72207165303968
0,experiment,994400,200.0,-841.9281758879098,0.03636817498640581,134.14007837623691
0,experiment,996600,200.0,-770.4357973826496,0.03597341884266247,70.62929046890436
0,experiment,998800,200.0,-779.6432162570524,0.036134654825383965,117.67029406024231
0,experiment,1001000,200.0,-803.9108090913734,0.037523074583573776,83.0796813672645
0,experiment,1003200,200.0,-814.3644774116609,0.03884796662764116,122.97729809231134
0,experiment,1005400,200.0,-789.6188903023377,0.03615372831171209,97.29542662641357
0,experiment,1007600,200.0,-819.0434868048975,0.036100452596491035,77.97157310704601
0,experiment,1009800,200.0,-915.7070907865317,0.03616272319446911,113.50927571152504
0,experiment,1012000,200.0,-846.9923451711813,0.0362420298836448,70.56250567806877
0,experiment,1014200,200.0,-854.4122723936041,0.038024273785677826,126.72313117730437
0,experiment,1016400,200.0,-841.9599291603259,0.03895848447626287,107.61872593509386
0,experiment,1018600,200.0,-824.7000558436667,0.036161552775989876,127.76009622782301
0,experiment,1020800,200.0,-840.3086650360386,0.0361985293301669,105.49485510075155
0,experiment,1023000,200.0,-817.3650056962808,0.035995310003107246,106.58897569672706
0,experiment,1025200,200.0,-805.3280392067344,0.035985383120450104,86.58586544077401
0,experiment,1027400,200.0,-815.5432536942491,0.037514686584472656,104.57604709792656
0,experiment,1029600,200.0,-832.4913382323338,0.0389880050312389,124.20203608833269
0,experiment,1031800,200.0,-788.8868000266683,0.036357576196843926,110.1273424509213
0,experiment,1034000,200.0,-799.09825363415,0.03601249781521884,129.6816750451425
0,experiment,1036200,200.0,-789.7506424060703,0.03643068400296298,78.88294054299082
0,experiment,1038400,200.0,-819.1129916002839,0.03603384711525657,90.46106601191606
0,experiment,1040600,200.0,-798.4267259823777,0.0375476750460538,85.34248619227712
0,experiment,1042800,200.0,-767.0164941058591,0.03873755715110085,87.63384778496714
0,experiment,1045000,200.0,-776.8295890206493,0.03650689125061035,44.98453333466035
0,experiment,1047200,200.0,-839.1926844109516,0.036012519489635124,62.94600717895048
0,experiment,1049400,200.0,-782.9091024569104,0.035951419310136276,57.58277623154608
0,experiment,1051600,200.0,-860.8301915991201,0.036355452104048294,74.73566526441768
0,experiment,1053800,200.0,-840.7604686380787,0.03746024045077237,93.36285005090869
0,experiment,1056000,200.0,-868.6911933188835,0.03909195553172718,97.34607637489272
0,experiment,1058200,200.0,-834.4162577492909,0.03627527843822132,73.41789246118903
0,experiment,1060400,200.0,-840.2224708110954,0.036006168885664505,100.50876331471824
0,experiment,1062600,200.0,-796.6879802609591,0.03614928505637429,104.01900901519507
0,experiment,1064800,200.0,-822.279369203901,0.0359446568922563,116.44634530158024
0,experiment,1067000,200.0,-801.8460211335004,0.03712742978876287,81.09622585803109
0,experiment,1069200,200.0,-757.5029944979112,0.03940304842862216,106.33175467905667
0,experiment,1071400,200.0,-770.6688088529663,0.03645454753528942,78.97605608475982
0,experiment,1073600,200.0,-799.8469126959171,0.03600915995511142,105.2269855394733
0,experiment,1075800,200.0,-880.7288138383833,0.03667233207009055,95.21907509466695
0,experiment,1078000,200.0,-744.9318691304165,0.0359194278717041,49.40052380040552
0,experiment,1080200,200.0,-767.6581078995193,0.03696402636441318,81.31683071901325
0,experiment,1082400,200.0,-741.212622574421,0.03907957944003018,94.51854167120163
0,experiment,1084600,200.0,-779.9582303046941,0.03646531972018155,89.62482965472822
0,experiment,1086800,200.0,-773.6009358064731,0.03607643734325062,101.43796311594744
0,experiment,1089000,200.0,-790.4564468644677,0.03628375313498757,93.76599528396522
0,experiment,1091200,200.0,-822.2929350794406,0.0360738147388805,75.9948241472865
0,experiment,1093400,200.0,-832.2191216339826,0.036779988895763054,93.23582210207005
0,experiment,1095600,200.0,-782.943951490961,0.039073185487227005,58.35122748828791
0,experiment,1097800,200.0,-811.5951010137015,0.03680341893976385,114.69567574171168
0,experiment,1100000,200.0,-816.8390093469527,0.03630143945867365,115.42429635993899
0,experiment,1102200,200.0,-784.6427502948249,0.036943305622447624,76.14793433099688
0,experiment,1104400,200.0,-772.6284347116988,0.037081545049493965,79.34440411500121
0,experiment,1106600,200.0,-806.0546812204094,0.04214592413468794,105.43648301739265
0,experiment,1108800,200.0,-793.9836717210568,0.03900768540122292,98.49755446480944
0,experiment,1111000,200.0,-816.8982084786762,0.03723014484752308,96.42698018672469
0,experiment,1113200,200.0,-780.4645288671119,0.03655622222206809,115.09799244591885
0,experiment,1115400,200.0,-823.6793125759227,0.037598739970814095,106.1495784232966
0,experiment,1117600,200.0,-770.0555482295754,0.03793918002735485,83.22973470675532
0,experiment,1119800,200.0,-746.280973147048,0.038327997381036934,109.14481685948974
0,experiment,1122000,200.0,-808.5969182062659,0.03985513340343128,60.51186053278191
0,experiment,1124200,200.0,-802.9812591107085,0.03736582669344815,93.94863985699482
0,experiment,1126400,200.0,-823.1888003726621,0.036978743293068626,107.45329095631571
0,experiment,1128600,200.0,-806.4171715885378,0.03687186674638228,87.13432696100274
0,experiment,1130800,200.0,-793.1191615012657,0.03712855685840954,76.53731572674019
0,experiment,1133000,200.0,-874.3796513144679,0.037831111387772995,148.37606176270427
0,experiment,1135200,200.0,-830.0355242388828,0.03928134658119895,107.36088012570806
0,experiment,1137400,200.0,-804.4152956637718,0.037390708923339844,118.37632214594024
0,experiment,1139600,200.0,-789.47928342224,0.03738275441256436,102.11405004148978
0,experiment,1141800,200.0,-767.7319155304914,0.03747744993730025,96.08342538515537
0,experiment,1144000,200.0,-749.922978662396,0.03709082169966264,89.57591011512288
0,experiment,1146200,200.0,-815.4756168866329,0.038028868761929596,114.14118062507964
0,experiment,1148400,200.0,-810.1912109262577,0.03893212838606401,60.15056681810247
0,experiment,1150600,200.0,-733.6509164984949,0.03629433025013317,156.58398328730533
0,experiment,1152800,200.0,-793.262686785969,0.037064855748956856,103.4060836055503
0,experiment,1155000,200.0,-772.577479668648,0.03719561750238592,74.82000613819937
0,experiment,1157200,200.0,-755.7204942909876,0.03677535057067871,105.1962632586739
0,experiment,1159400,200.0,-790.5190829139785,0.03813691572709517,77.69420208664371
0,experiment,1161600,200.0,-761.4968440698984,0.03973492709073154,96.29174010934064
0,experiment,1163800,200.0,-738.2634921178635,0.03730232065374201,98.40434133330413
0,experiment,1166000,200.0,-744.4229358246049,0.03670677271756259,80.78390784047288
0,experiment,1168200,200.0,-765.6727840604341,0.03803565285422585,78.77575916052365
0,experiment,1170400,200.0,-784.5657679427616,0.037283897399902344,91.61599633394191
0,experiment,1172600,200.0,-793.8873256082657,0.0384466214613481,131.9887734674737
0,experiment,1174800,200.0,-767.2083968562071,0.03938856991854581,82.22338979049863
0,experiment,1177000,200.0,-788.442872267817,0.036913026462901725,85.06817566309921
0,experiment,1179200,200.0,-828.4084296077318,0.03676800294355913,65.15525546655091
0,experiment,1181400,200.0,-776.5608903180971,0.03736008297313343,79.34952450419028
0,experiment,1183600,200.0,-793.3145556169137,0.037364071065729317,65.56258331361676
0,experiment,1185800,200.0,-767.8314159821674,0.038727066733620384,87.154121252986
0,experiment,1188000,200.0,-764.2606990703822,0.03881239891052246,89.03807083304025
0,experiment,1190200,200.0,-757.554408490485,0.03629920699379661,90.6563683545943
0,experiment,1192400,200.0,-746.7795099354636,0.03630178624933416,116.67244212277875
0,experiment,1194600,200.0,-791.6874305176624,0.03626071323047985,82.76231197059595
0,experiment,1196800,200.0,-800.0172631982255,0.03658897226507014,111.6330317766101
0,experiment,1199000,200.0,-725.4476781867365,0.03897955200888894,95.32695444759463
0,experiment,1201200,200.0,-712.1065885071973,0.03949126330288974,123.10673285198055
0,experiment,1203400,200.0,-753.3562413553657,0.036070845343849876,91.92415889114622
0,experiment,1205600,200.0,-723.6630383763321,0.036456151442094284,115.10097493914118
0,experiment,1207800,200.0,-763.8698264595097,0.036192893981933594,139.03921550582228
0,experiment,1210000,200.0,-720.3331983842866,0.03671724146062678,96.38987763061185
0,experiment,1212200,200.0,-772.3043595592608,0.03822415525263006,89.8762729957833
0,experiment,1214400,200.0,-741.5134587055181,0.03932354666969993,89.25249499534016
0,experiment,1216600,200.0,-739.4615868964221,0.03726473721590909,93.94633517470699
0,experiment,1218800,200.0,-737.8286838479219,0.037391489202325996,82.87352726813049
0,experiment,1221000,200.0,-796.4287229379632,0.036903186277909714,95.97088300915414
0,experiment,1223200,200.0,-716.9083877152699,0.03681612014770508,66.98202048716227
0,experiment,1225400,200.0,-790.4363765967474,0.03777200525457209,72.7170538604065
0,experiment,1227600,200.0,-733.7937069140229,0.038885940204967155,107.20185870284267
0,experiment,1229800,200.0,-775.5380436331725,0.03732165423306552,110.4432107522258
0,experiment,1232000,200.0,-798.4437575755394,0.036996256221424446,75.9076467456432
0,experiment,1234200,200.0,-709.1792429908204,0.036123709245161575,94.40945120360482
0,experiment,1236400,200.0,-771.6428215742845,0.03673887252807617,79.44217223551973
0,experiment,1238600,200.0,-780.4467074351348,0.03880793398076838,80.23846490146576
0,experiment,1240800,200.0,-745.3888541948695,0.03928503123196689,86.25909333191134
0,experiment,1243000,200.0,-796.8204043121317,0.03713876550847834,58.90442353997439
0,experiment,1245200,200.0,-761.8158212340921,0.03747950900684704,89.94789335995962
0,experiment,1247400,200.0,-772.2741776489394,0.03711904178966175,93.83889554433668
0,experiment,1249600,200.0,-712.3559028418596,0.037310556931929154,102.5256647665981
0,experiment,1251800,200.0,-716.9232282077552,0.038240757855502044,100.33686476150048
0,experiment,1254000,200.0,-768.226083602885,0.038916522806340996,52.748509091440596
0,experiment,1256200,200.0,-841.5837615987531,0.0360759821805087,101.37501424542809
0,experiment,1258400,200.0,-776.1510310700563,0.036200393329967155,76.00037286255449
0,experiment,1260600,200.0,-805.4594008000852,0.037476539611816406,104.30464249893313
0,experiment,1262800,200.0,-782.0696341112506,0.03733869032426314,89.41432280367012
0,experiment,1265000,200.0,-757.6477043374889,0.03873465277931907,75.71904138663785
0,experiment,1267200,200.0,-756.2323776990136,0.04005165533585982,144.8913771985684
0,experiment,1269400,200.0,-793.0641686252754,0.03694484450600364,90.47875438058684
0,experiment,1271600,200.0,-730.6495552330031,0.037503502585671165,78.43817299495669
0,experiment,1273800,200.0,-785.6483246029197,0.03719871694391424,88.92067653826066
0,experiment,1276000,200.0,-696.1921090034094,0.03781591762195934,87.39835655163786
0,experiment,1278200,200.0,-755.9989330041728,0.03905569423328747,70.22572805274854
0,experiment,1280400,200.0,-778.27872105772,0.037991783835671165,88.92038804510011
0,experiment,1282600,200.0,-753.5193082479306,0.0362411845814098,87.57129508047814
0,experiment,1284800,200.0,-800.6310978680445,0.036199851469560104,84.20733512085013
0,experiment,1287000,200.0,-698.3388431627039,0.036099477247758346,96.42525664612577
0,experiment,1289200,200.0,-702.0064375944495,0.03583329374139959,124.94907335786124
0,experiment,1291400,200.0,-686.9232819244743,0.03862357139587402,110.57036985286561
0,experiment,1293600,200.0,-746.3295829714044,0.038023580204356804,135.880648741999
0,experiment,1295800,200.0,-751.1346196133734,0.0360695015300404,104.24331890241528
0,experiment,1298000,200.0,-740.4273135138782,0.03683200749483975,72.70372343455465
0,experiment,1300200,200.0,-728.507926945489,0.0362617319280451,95.29042879612864
0,experiment,1302400,200.0,-760.9988816198115,0.03628683090209961,56.144421373105395
0,experiment,1304600,200.0,-719.6685353178144,0.038755611939863724,122.50612189176684
0,experiment,1306800,200.0,-724.9401814118527,0.03821585395119407,92.91374142120209
0,experiment,1309000,200.0,-699.3327528645752,0.035749955610795456,101.90845487541442
0,experiment,1311200,200.0,-731.4467386214835,0.03638026931069114,72.69155972389167
0,experiment,1313400,200.0,-721.717087584871,0.036087599667635833,85.14277894423164
0,experiment,1315600,200.0,-783.825061557496,0.036033435301347214,122.78573890605043
0,experiment,1317800,200.0,-696.648373815117,0.03775520758195357,96.37405846510134
0,experiment,1320000,200.0,-679.3390719096795,0.038567976518110794,90.98444667909733
0,experiment,1322200,200.0,-737.9153580768548,0.03613203222101385,89.463004919196
0,experiment,1324400,200.0,-747.6893925021319,0.03601204265247692,71.69840207359904
0,experiment,1326600,200.0,-738.5409244756123,0.03640211712230335,80.8410069685863
0,experiment,1328800,200.0,-766.1656792127437,0.03607149557633833,89.90825728164941
0,experiment,1331000,200.0,-771.7110454955357,0.037526694211092865,79.8009250128892
0,experiment,1333200,200.0,-798.6250235221204,0.038923025131225586,78.76295190443761
0,experiment,1335400,200.0,-742.6742083791679,0.03673098304054954,130.76760445249298
0,experiment,1337600,200.0,-685.5286419856665,0.03699733994223855,65.27786124263696
0,experiment,1339800,200.0,-726.4406455706144,0.03730877962979404,58.36351835354716
0,experiment,1342000,200.0,-740.5809101932765,0.036720015785910866,75.10291452334405
0,experiment,1344200,200.0,-673.6476639791889,0.038843328302556816,75.81809406080416
0,experiment,1346400,200.0,-697.7824980710164,0.038496992804787376,70.12885023412245
0,experiment,1348600,200.0,-751.1322586530943,0.03703639724037864,107.47541811214293
0,experiment,1350800,200.0,-740.4673132846724,0.03755844723094593,84.66613728058542
0,experiment,1353000,200.0,-752.4641419754865,0.03619679537686435,126.2369427446229
0,experiment,1355200,200.0,-775.9872350543751,0.03622837500138716,78.21406991166262
0,experiment,1357400,200.0,-702.7514752923394,0.037938508120450104,84.3791109826617
0,experiment,1359600,200.0,-788.8290601355985,0.03867944804104892,48.54277479299199
0,experiment,1361800,200.0,-747.6116937882421,0.0363293777812611,131.50816147518648
0,experiment,1364000,200.0,-700.1949349254628,0.035990454933860085,90.17199810256919
0,experiment,1366200,200.0,-682.6360400418121,0.036192135377363724,92.43198815364187
0,experiment,1368400,200.0,-724.5307506461936,0.036400101401589134,59.56722431066229
0,experiment,1370600,200.0,-747.9603744967861,0.03899602456526323,70.57849647533283
0,experiment,1372800,200.0,-718.8683876081309,0.03884441202337092,55.542639337799606
0,experiment,1375000,200.0,-786.1120395490642,0.03707033937627619,75.8220750659248
0,experiment,1377200,200.0,-711.7347746457108,0.037094463001598015,74.74758959336134
0,experiment,1379400,200.0,-758.0434326122177,0.03775286674499512,101.41097071524787
0,experiment,1381600,200.0,-702.6717051849881,0.03725509210066362,72.67410332628401
0,experiment,1383800,200.0,-737.1585618185194,0.03957059166648171,74.86184229630936
0,experiment,1386000,200.0,-752.8133394444817,0.038904992016879,113.79747134769747
0,experiment,1388200,200.0,-739.7583780233252,0.03680797056718306,98.77462864585662
0,experiment,1390400,200.0,-773.5942463843443,0.037557818672873756,71.80005008391548
0,experiment,1392600,200.0,-712.6498295981335,0.03716724569147283,102.39608272692224
0,experiment,1394800,200.0,-743.6275014694907,0.03705752979625355,68.13065682235822
0,experiment,1397000,200.0,-770.1854583564653,0.039569182829423385,93.92830930392786
0,experiment,1399200,200.0,-781.8067821048236,0.03899799693714489,58.24451210251814
0,experiment,1401400,200.0,-790.2807318961418,0.04244414242831143,92.92709809050298
0,experiment,1403600,200.0,-759.620711662592,0.03664866360751065,92.91573685312754
0,experiment,1405800,200.0,-770.1350968480045,0.03647036985917525,78.41092272613172
0,experiment,1408000,200.0,-769.270166758496,0.03678592768582431,118.506767159667
0,experiment,1410200,200.0,-702.0945474774628,0.039056127721613106,99.23212281920082
0,experiment,1412400,200.0,-771.5716679889687,0.03750519319014116,51.60957411948385
0,experiment,1414600,200.0,-863.3760273704665,0.036712906577370384,68.40342024612747
0,experiment,1416800,200.0,-758.2519398156284,0.03692512078718706,77.31523859035534
0,experiment,1419000,200.0,-739.5667817173334,0.036939469250765716,93.71755831748007
0,experiment,1421200,200.0,-743.1741214656537,0.03641247749328613,83.77678556601349
0,experiment,1423400,200.0,-790.6744740424706,0.03822909701954235,89.22045472550363
0,experiment,1425600,200.0,-781.965671612566,0.03834564035589045,115.26675799609599
0,experiment,1427800,200.0,-727.5393223087115,0.03686796535145153,65.5153669385993
0,experiment,1430000,200.0,-690.3618327115674,0.03686952590942383,62.27468285310714
0,experiment,1432200,200.0,-716.8499914813231,0.03628286448392001,101.93822947829307
0,experiment,1434400,200.0,-729.5591722741224,0.03661966323852539,93.80756164918769
0,experiment,1436600,200.0,-713.4779763029042,0.039068352092396126,83.03047090191113
0,experiment,1438800,200.0,-790.4206763850526,0.037937294353138314,126.78077059615048
0,experiment,1441000,200.0,-804.3494535187413,0.036664355884898796,108.29462224431964
0,experiment,1443200,200.0,-735.1067350895323,0.03606447306546298,118.02395675788142
0,experiment,1445400,200.0,-756.1407394370264,0.03677170926874334,63.21719964374196
0,experiment,1447600,200.0,-781.9616140581132,0.03666188500144265,88.7538726971813
0,experiment,1449800,200.0,-735.3777228793015,0.03871798515319824,93.76481273799963
0,experiment,1452000,200.0,-733.5201462172286,0.038231069391424004,98.3288885738201
0,experiment,1454200,200.0,-782.461666060352,0.03641668233004483,93.68806246890786
0,experiment,1456400,200.0,-720.8389680785248,0.03690778125416149,80.24380325902844
0,experiment,1458600,200.0,-688.900971134624,0.03688953139565208,63.265707901899546
0,experiment,1460800,200.0,-736.8384109566515,0.03692390701987527,95.86328779997704
0,experiment,1463000,200.0,-757.9219519099577,0.03904897516424006,120.63114621282291
0,experiment,1465200,200.0,-709.7477387630705,0.037990570068359375,82.60731502293807
0,experiment,1467400,200.0,-826.1996649672408,0.03642132065512917,68.97256931463467
0,experiment,1469600,200.0,-717.7533275629377,0.037002303383567116,106.79321166379853
0,experiment,1471800,200.0,-762.3966021979483,0.03696003827181729,109.11516516768508
0,experiment,1474000,200.0,-761.2418618318592,0.03717886317859997,99.22344891172183
0,experiment,1476200,200.0,-731.519963899057,0.0386967658996582,91.4567707280547
0,experiment,1478400,200.0,-693.5788875758649,0.03798031806945801,126.10285408455434
0,experiment,1480600,200.0,-795.6242921422742,0.03677498210560192,113.972786300499
0,experiment,1482800,200.0,-715.0114853506994,0.037075042724609375,96.8455723485916
0,experiment,1485000,200.0,-749.2596552738213,0.03731861981478604,78.80287539404674
0,experiment,1487200,200.0,-708.3663756390307,0.03649564222856001,70.892493784972
0,experiment,1489400,200.0,-754.8401453323194,0.038945458152077415,95.97538971535047
0,experiment,1491600,200.0,-720.3805091287443,0.03704699602994052,73.13705770919384
0,experiment,1493800,200.0,-749.393127079598,0.036740107969804245,71.54788431965163
0,experiment,1496000,200.0,-771.6228911002453,0.036531925201416016,118.10408113002077
0,experiment,1498200,200.0,-704.3880770518349,0.0369796102697199,76.03675936876105
0,experiment,1500400,200.0,-728.0838645144212,0.037007266824895683,86.24153890167453
0,experiment,1502600,200.0,-700.4850875397391,0.03877713463523171,84.71483836745746
0,experiment,1504800,200.0,-748.5234264856928,0.03781476887789639,115.93184052714919
0,experiment,1507000,200.0,-756.3926962321344,0.03658973086964001,87.50950454852698
0,experiment,1509200,200.0,-768.3431493951587,0.03692462227561257,86.39286560269515
0,experiment,1511400,200.0,-766.0811714170381,0.036717891693115234,77.88230286958336
0,experiment,1513600,200.0,-680.9034093250309,0.036908258091319694,51.48385175864937
0,experiment,1515800,200.0,-751.7570831926752,0.03942660851912065,89.5892779914839
