,mean episodic length,mean episodic rewards,timestep
0,200.0,-364.24265,2600
0,200.0,-382.6889,5200
0,200.0,-376.0705,7800
0,200.0,-348.95798,10400
0,200.0,-294.45923,13000
0,200.0,-391.30383,15600
0,200.0,-348.23544,18200
0,200.0,-328.51807,20800
0,200.0,-349.77713,23400
0,200.0,-325.83395,26000
0,200.0,-389.48508,28600
0,200.0,-311.81085,31200
0,200.0,-349.3677,33800
0,200.0,-298.65207,36400
0,200.0,-344.48154,39000
0,200.0,-349.20245,41600
0,200.0,-338.86707,44200
0,200.0,-353.8436,46800
0,200.0,-341.89825,49400
0,200.0,-342.66705,52000
0,200.0,-297.45874,54600
0,200.0,-328.61465,57200
0,200.0,-332.88528,59800
0,200.0,-323.22278,62400
0,200.0,-351.16965,65000
0,200.0,-353.11612,67600
0,200.0,-332.57404,70200
0,200.0,-331.85965,72800
0,200.0,-364.96463,75400
0,200.0,-352.92294,78000
0,200.0,-376.68356,80600
0,200.0,-358.23584,83200
0,200.0,-343.6189,85800
0,200.0,-375.83356,88400
0,200.0,-408.26462,91000
0,200.0,-357.09726,93600
0,200.0,-373.96585,96200
0,200.0,-335.3719,98800
0,200.0,-358.99692,101400
0,200.0,-333.34286,104000
0,200.0,-349.23907,106600
0,200.0,-344.7024,109200
0,200.0,-352.86087,111800
0,200.0,-329.98584,114400
0,200.0,-341.17453,117000
0,200.0,-352.79187,119600
0,200.0,-318.93546,122200
0,200.0,-340.15167,124800
0,200.0,-316.6561,127400
0,200.0,-366.31467,130000
0,200.0,-382.7064,132600
0,200.0,-317.29288,135200
0,200.0,-336.3184,137800
0,200.0,-292.70975,140400
0,200.0,-321.01254,143000
0,200.0,-330.5062,145600
0,200.0,-332.4053,148200
0,200.0,-358.96524,150800
0,200.0,-342.12878,153400
0,200.0,-335.6975,156000
0,200.0,-311.9059,158600
0,200.0,-312.0586,161200
0,200.0,-325.50558,163800
0,200.0,-317.2281,166400
0,200.0,-317.46506,169000
0,200.0,-313.89587,171600
0,200.0,-317.2718,174200
0,200.0,-332.46207,176800
0,200.0,-337.3698,179400
0,200.0,-322.37482,182000
0,200.0,-374.45712,184600
0,200.0,-326.7622,187200
0,200.0,-331.54938,189800
0,200.0,-320.43637,192400
0,200.0,-368.87454,195000
0,200.0,-339.12448,197600
0,200.0,-335.7224,200200
0,200.0,-324.45847,202800
0,200.0,-337.78842,205400
0,200.0,-355.72366,208000
0,200.0,-367.81247,210600
0,200.0,-329.119,213200
0,200.0,-328.10757,215800
0,200.0,-333.08032,218400
0,200.0,-293.173,221000
0,200.0,-304.66986,223600
0,200.0,-321.2251,226200
0,200.0,-356.44815,228800
0,200.0,-321.1967,231400
0,200.0,-318.1154,234000
0,200.0,-320.7361,236600
0,200.0,-331.68042,239200
0,200.0,-320.77237,241800
0,200.0,-320.3131,244400
0,200.0,-342.06653,247000
0,200.0,-332.02103,249600
0,200.0,-368.482,252200
0,200.0,-317.11816,254800
0,200.0,-336.85727,257400
0,200.0,-347.20563,260000
0,200.0,-332.58783,262600
0,200.0,-339.53284,265200
0,200.0,-342.57687,267800
0,200.0,-350.32318,270400
0,200.0,-305.8419,273000
0,200.0,-353.60385,275600
0,200.0,-343.449,278200
0,200.0,-357.9763,280800
0,200.0,-365.63983,283400
0,200.0,-348.84943,286000
0,200.0,-323.41086,288600
0,200.0,-356.1546,291200
0,200.0,-384.63745,293800
0,200.0,-343.244,296400
0,200.0,-339.3527,299000
0,200.0,-334.80566,301600
0,200.0,-342.26596,304200
0,200.0,-356.92578,306800
0,200.0,-371.76654,309400
0,200.0,-366.33395,312000
0,200.0,-318.6439,314600
0,200.0,-335.03894,317200
0,200.0,-348.2345,319800
0,200.0,-302.12686,322400
0,200.0,-350.97507,325000
0,200.0,-372.14346,327600
0,200.0,-348.16446,330200
0,200.0,-317.63818,332800
0,200.0,-349.86227,335400
0,200.0,-350.5721,338000
0,200.0,-362.00778,340600
0,200.0,-316.67883,343200
0,200.0,-325.34595,345800
0,200.0,-338.21683,348400
0,200.0,-328.93475,351000
0,200.0,-333.31628,353600
0,200.0,-337.03494,356200
0,200.0,-328.25464,358800
0,200.0,-316.8968,361400
0,200.0,-343.47122,364000
0,200.0,-332.96133,366600
0,200.0,-315.02325,369200
0,200.0,-324.52145,371800
0,200.0,-325.89313,374400
0,200.0,-306.9476,377000
0,200.0,-310.5843,379600
0,200.0,-317.35455,382200
0,200.0,-341.9435,384800
0,200.0,-368.6932,387400
0,200.0,-329.0981,390000
0,200.0,-351.7385,392600
0,200.0,-312.74158,395200
0,200.0,-318.48703,397800
0,200.0,-320.72125,400400
0,200.0,-283.86655,403000
0,200.0,-310.86713,405600
0,200.0,-348.9575,408200
0,200.0,-315.9954,410800
0,200.0,-291.47354,413400
0,200.0,-322.12738,416000
0,200.0,-308.88336,418600
0,200.0,-284.3154,421200
0,200.0,-317.3351,423800
0,200.0,-330.81018,426400
0,200.0,-293.05112,429000
0,200.0,-348.8293,431600
0,200.0,-330.1421,434200
0,200.0,-320.69092,436800
0,200.0,-305.01117,439400
0,200.0,-353.0775,442000
0,200.0,-274.5594,444600
0,200.0,-273.48245,447200
0,200.0,-344.56033,449800
0,200.0,-343.30222,452400
0,200.0,-333.6398,455000
0,200.0,-331.7497,457600
0,200.0,-310.68948,460200
0,200.0,-303.60754,462800
0,200.0,-318.99768,465400
0,200.0,-292.50253,468000
0,200.0,-310.7976,470600
0,200.0,-318.29312,473200
0,200.0,-302.80197,475800
0,200.0,-331.33276,478400
0,200.0,-339.04398,481000
0,200.0,-298.7627,483600
0,200.0,-329.49466,486200
0,200.0,-343.82855,488800
0,200.0,-321.86984,491400
0,200.0,-358.43707,494000
0,200.0,-312.71927,496600
0,200.0,-365.2416,499200
0,200.0,-295.13663,501800
0,200.0,-342.5213,504400
0,200.0,-340.9943,507000
0,200.0,-333.29047,509600
0,200.0,-309.3157,512200
0,200.0,-293.30927,514800
0,200.0,-315.34573,517400
0,200.0,-334.7282,520000
0,200.0,-341.24893,522600
0,200.0,-301.74524,525200
0,200.0,-313.814,527800
0,200.0,-287.75348,530400
0,200.0,-290.63754,533000
0,200.0,-312.81107,535600
0,200.0,-313.75275,538200
0,200.0,-309.95413,540800
0,200.0,-316.7693,543400
0,200.0,-312.01596,546000
0,200.0,-304.0905,548600
0,200.0,-290.98734,551200
0,200.0,-326.28452,553800
0,200.0,-338.22397,556400
0,200.0,-298.64984,559000
0,200.0,-308.98035,561600
0,200.0,-381.15247,564200
