,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",2200,0.03799,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",4400,0.037475,200.0,11,-1481.757325,-1722.140136,-1236.958305,157.076794
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",6600,0.038633,200.0,11,-1413.170355,-1741.476789,-879.165515,299.420765
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",8800,0.037744,200.0,11,-1140.007185,-1435.819697,-752.123214,228.344055
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",11000,0.037777,200.0,11,-1176.786878,-1869.346184,-861.045586,274.717621
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",13200,0.035518,200.0,11,-1092.287521,-1772.457889,-751.470894,303.593427
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",15400,0.035634,200.0,11,-1362.852634,-1783.600828,-760.370244,369.954585
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",17600,0.038672,200.0,11,-1274.660945,-1682.247061,-859.664088,272.164387
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",19800,0.03596,200.0,11,-1158.465704,-1777.619205,-868.600175,262.900142
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",22000,0.035509,200.0,11,-1263.21877,-1598.622256,-1034.891439,212.189767
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",24200,0.035238,200.0,11,-1231.36776,-1792.283671,-912.756875,290.029227
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",26400,0.035242,200.0,11,-1279.962584,-1848.311853,-737.149427,300.851565
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",28600,0.035708,200.0,11,-1344.538032,-1809.729145,-778.867997,329.720871
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",30800,0.03821,200.0,11,-1127.94095,-1828.474849,-873.06897,259.12329
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",33000,0.035648,200.0,11,-1227.047437,-1582.225687,-940.999694,237.50965
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",35200,0.035148,200.0,11,-1196.124443,-1836.396424,-875.671745,248.030378
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",37400,0.035725,200.0,11,-1222.47009,-1791.164889,-907.557501,263.339609
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",39600,0.036364,200.0,11,-1226.705799,-1542.420817,-1027.50318,136.569842
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",41800,0.036036,200.0,11,-1280.827652,-1568.342707,-909.012342,224.200516
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",44000,0.039825,200.0,11,-1313.051102,-1581.751439,-1144.807851,134.672105
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",46200,0.038825,200.0,11,-1300.728193,-1568.321798,-1175.667472,105.357156
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",48400,0.036857,200.0,11,-1275.878923,-1570.850429,-1130.809198,119.272347
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",50600,0.036455,200.0,11,-1297.211075,-1559.538015,-1177.905758,113.148698
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",52800,0.036855,200.0,11,-1326.925469,-1659.868979,-1045.033943,186.791415
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",55000,0.038128,200.0,11,-1191.533257,-1441.038893,-981.760081,116.256529
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",57200,0.038367,200.0,11,-1274.65867,-1651.532657,-895.299739,215.418203
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",59400,0.03625,200.0,11,-1277.130197,-1605.977844,-1029.995946,204.660544
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",61600,0.035935,200.0,11,-1236.343767,-1490.821285,-1079.230423,129.981821
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",63800,0.036223,200.0,11,-1382.929175,-1723.375216,-1169.005101,164.232203
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",66000,0.035559,200.0,11,-1224.089499,-1564.280611,-994.432777,169.360072
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",68200,0.037194,200.0,11,-1291.989878,-1803.618558,-1126.487824,215.749001
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",70400,0.038304,200.0,11,-1225.391197,-1570.203947,-1018.211827,155.991187
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, no normalization)",72600,0.036395,200.0,11,-1206.800876,-1721.019511,-775.417959,229.821703
