,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",2200,0.170267,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728,0
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",4400,0.165881,200.0,11,-1451.628374,-1710.264003,-1181.491691,170.058064,1
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",6600,0.165866,200.0,11,-1395.169991,-1730.470713,-851.950793,308.364798,2
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",8800,0.166274,200.0,11,-1107.408004,-1413.016281,-648.18515,236.26387,3
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",11000,0.165727,200.0,11,-1148.582801,-1868.268451,-820.769505,287.141584,4
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",13200,0.17058,200.0,11,-1121.563317,-1745.222042,-757.33994,256.66017,5
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",15400,0.164791,200.0,11,-1354.702287,-1758.628976,-901.2806,330.352931,6
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",17600,0.165922,200.0,11,-1240.336128,-1646.098842,-873.708599,251.418961,7
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",19800,0.166348,200.0,11,-1133.945221,-1740.76593,-857.680348,255.133813,8
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",22000,0.165987,200.0,11,-1226.504588,-1545.044832,-888.310018,209.543788,9
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",24200,0.164188,200.0,11,-1194.900366,-1756.067885,-924.492681,283.806694,10
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",26400,0.165331,200.0,11,-1195.455311,-1843.515419,-792.933461,331.050081,11
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",28600,0.165301,200.0,11,-1320.256878,-1789.94474,-886.570728,325.856333,12
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",30800,0.165753,200.0,11,-1098.687818,-1799.3381,-779.664822,266.364362,13
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",33000,0.165922,200.0,11,-1163.0884,-1569.169006,-872.204966,268.956944,14
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",35200,0.165874,200.0,11,-1139.466875,-1832.029684,-876.261746,269.670621,15
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",37400,0.164701,200.0,11,-1150.518132,-1801.327531,-893.010578,289.27652,16
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",39600,0.164723,200.0,11,-1135.246074,-1484.44553,-978.811835,146.836063,17
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",41800,0.165776,200.0,11,-1231.738624,-1562.597463,-908.113428,237.639419,18
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",44000,0.165732,200.0,11,-1168.216824,-1524.142122,-859.036729,197.91906,19
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",46200,0.164898,200.0,11,-1188.585098,-1507.388675,-902.561879,170.629285,20
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",48400,0.165591,200.0,11,-1125.39754,-1537.2763,-754.928402,242.959577,21
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",50600,0.166436,200.0,11,-1128.207036,-1521.791475,-766.555143,238.696687,22
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",52800,0.164212,200.0,11,-1177.159125,-1642.652633,-785.102652,298.471625,23
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",55000,0.165273,200.0,11,-1021.696402,-1357.359925,-913.089569,115.771914,24
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",57200,0.165857,200.0,11,-1149.280995,-1593.200183,-880.810609,249.510035,25
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",59400,0.164692,200.0,11,-1120.430984,-1537.941499,-765.638734,267.262786,26
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",61600,0.166307,200.0,11,-1081.13707,-1460.92515,-864.923383,198.189797,27
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",63800,0.166308,200.0,11,-1301.136909,-1677.2515,-1046.155452,193.084853,28
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",66000,0.165257,200.0,11,-1097.004199,-1526.60476,-761.556339,218.798499,29
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",68200,0.164184,200.0,11,-1154.078233,-1753.171884,-805.176106,266.607349,30
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",70400,0.165337,200.0,11,-1055.095115,-1519.976044,-762.278165,215.772673,31
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",72600,0.16524,200.0,11,-1101.888447,-1640.453846,-875.654255,212.453166,32
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",74800,0.166451,200.0,11,-1159.121256,-1460.103644,-935.765981,152.312021,33
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",77000,0.165692,200.0,11,-1143.289891,-1611.289404,-894.57615,178.548956,34
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",79200,0.166411,200.0,11,-1173.255174,-1817.19597,-898.613927,283.641701,35
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",81400,0.164233,200.0,11,-1192.311389,-1780.459353,-888.884654,320.111423,36
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",83600,0.165329,200.0,11,-1249.256365,-1614.165363,-874.836927,263.121539,37
0,"exp_name: Pendulum-v1_2023-01-16 (random agent, actor-critic advantage, normalize adv)",85800,0.166252,200.0,11,-1126.055033,-1608.992157,-910.027619,190.967333,38
