,mean episodic length,mean episodic rewards,timestep
0,200.0,-1277.9901390931113,0
0,200.0,-1338.126930503769,2600
0,200.0,-1310.3784413771598,5200
0,200.0,-1225.8354927040941,7800
0,200.0,-1017.6136681714195,10400
0,200.0,-1369.7597368456252,13000
0,200.0,-1215.2048945286947,15600
0,200.0,-1133.7665161283708,18200
0,200.0,-1270.499806162959,20800
0,200.0,-1188.5275459733823,23400
0,200.0,-1350.2426056527704,26000
0,200.0,-1085.4694475511917,28600
0,200.0,-1194.8518449911685,31200
0,200.0,-1101.1423703856603,33800
0,200.0,-1172.2707437255042,36400
0,200.0,-1260.0015002254124,39000
0,200.0,-1200.8406514121,41600
0,200.0,-1275.7872950839842,44200
0,200.0,-1198.9889409285302,46800
0,200.0,-1198.185566100244,49400
0,200.0,-1022.2321629403785,52000
0,200.0,-1139.313344906839,54600
0,200.0,-1203.1230699177033,57200
0,200.0,-1162.5845299023986,59800
0,200.0,-1242.0291674134742,62400
0,200.0,-1251.6005932060737,65000
0,200.0,-1150.5185995078255,67600
0,200.0,-1128.5449367131996,70200
0,200.0,-1265.6466093015117,72800
0,200.0,-1186.3704378503028,75400
0,200.0,-1291.013638865405,78000
0,200.0,-1249.4322853749875,80600
0,200.0,-1221.559252030782,83200
0,200.0,-1295.5410850792239,85800
0,200.0,-1432.581690208072,88400
0,200.0,-1276.4392584543837,91000
0,200.0,-1290.9906985492194,93600
0,200.0,-1142.905012460475,96200
0,200.0,-1259.4226900402805,98800
0,200.0,-1124.5689437068083,101400
0,200.0,-1215.511524473793,104000
0,200.0,-1193.5816456388684,106600
0,200.0,-1186.702947818209,109200
0,200.0,-1100.584061694253,111800
0,200.0,-1134.659082524921,114400
0,200.0,-1200.9480554932513,117000
0,200.0,-1126.8330470213693,119600
0,200.0,-1153.1298537333532,122200
0,200.0,-1069.8721558710731,124800
0,200.0,-1270.680547210192,127400
0,200.0,-1347.1341468848443,130000
0,200.0,-1139.9310143601726,132600
0,200.0,-1192.4824918465272,135200
0,200.0,-1043.9502842745096,137800
0,200.0,-1103.1783678435643,140400
0,200.0,-1152.3427415011497,143000
0,200.0,-1195.0560736355571,145600
0,200.0,-1272.087858205909,148200
0,200.0,-1192.993724837867,150800
0,200.0,-1235.249697739967,153400
0,200.0,-1110.0463494656449,156000
0,200.0,-1114.3286682614041,158600
0,200.0,-1166.177014451421,161200
0,200.0,-1147.0337218062507,163800
0,200.0,-1111.244896612872,166400
0,200.0,-1131.0116489584784,169000
0,200.0,-1119.123934136204,171600
0,200.0,-1188.3637126176086,174200
0,200.0,-1195.2200685804453,176800
0,200.0,-1186.9813387544748,179400
0,200.0,-1354.8824299865523,182000
0,200.0,-1167.272632738735,184600
0,200.0,-1184.2344549961422,187200
0,200.0,-1144.5322746498493,189800
0,200.0,-1286.6488608102554,192400
0,200.0,-1222.2641156601467,195000
0,200.0,-1190.112557402636,197600
0,200.0,-1159.5335757247085,200200
0,200.0,-1174.4611180308339,202800
0,200.0,-1295.066701123012,205400
0,200.0,-1330.2129864909625,208000
0,200.0,-1223.3760848844852,210600
0,200.0,-1181.5616804316164,213200
0,200.0,-1231.9737588093963,215800
0,200.0,-1056.7699386057993,218400
0,200.0,-1106.6456434381776,221000
0,200.0,-1152.3750040749183,223600
0,200.0,-1268.9348931346472,226200
0,200.0,-1138.6871395834808,228800
0,200.0,-1143.0002469196584,231400
0,200.0,-1114.061604924394,234000
0,200.0,-1183.0788328759143,236600
0,200.0,-1164.6226231060089,239200
0,200.0,-1141.815458506244,241800
0,200.0,-1206.8057890869143,244400
0,200.0,-1169.5653940641077,247000
0,200.0,-1287.657906964407,249600
0,200.0,-1061.4404453995471,252200
0,200.0,-1165.6661393627835,254800
0,200.0,-1205.6889149692443,257400
