,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2200,0.210329,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2201,0.168246,200.0,11,-1441.58307,-1705.994783,-1175.832823,171.56261
1,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2202,0.112359,200.0,11,-1365.479774,-1711.787212,-891.640557,304.163886
2,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2203,0.06056,200.0,11,-1038.005994,-1311.711244,-787.754517,170.839371
3,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2204,0.053389,200.0,11,-1092.722735,-1866.059439,-756.535435,279.626146
4,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2205,0.049576,200.0,11,-1121.539449,-1745.19701,-879.244014,238.600607
5,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2206,0.057583,200.0,11,-1352.235598,-1760.571001,-889.13625,334.843413
6,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2207,0.062597,200.0,11,-1190.579659,-1653.356614,-734.265363,300.80297
7,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2208,0.059382,200.0,11,-1115.17762,-1714.282188,-897.717799,242.883439
8,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2209,0.054718,200.0,11,-1188.908039,-1537.50233,-786.519612,246.123919
9,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2210,0.061644,200.0,11,-1202.385447,-1749.395019,-959.201866,278.200167
10,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2211,0.057628,200.0,11,-1225.924792,-1843.886194,-911.275398,294.038398
11,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2212,0.049623,200.0,11,-1294.292773,-1771.460211,-815.065792,328.676651
12,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2213,0.049183,200.0,11,-1121.062888,-1777.378959,-895.108051,238.867973
13,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2214,0.049971,200.0,11,-1198.213465,-1559.232447,-878.391036,241.010304
14,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2215,0.054885,200.0,11,-1161.620345,-1820.078991,-963.019569,248.916991
15,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2216,0.051728,200.0,11,-1145.083226,-1803.985063,-883.271877,297.366686
16,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2217,0.049579,200.0,11,-1138.080659,-1493.665149,-872.963992,167.898069
17,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2218,0.049955,200.0,11,-1260.358386,-1568.857417,-1020.040217,213.153304
18,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2219,0.065227,200.0,11,-1160.567613,-1520.992635,-760.368852,215.410589
19,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2220,0.057324,200.0,11,-1192.321122,-1500.340866,-910.617273,165.298006
20,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2221,0.049675,200.0,11,-1173.835536,-1515.741418,-914.445183,179.10279
21,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2222,0.05167,200.0,11,-1156.792409,-1505.101153,-747.292749,202.958052
22,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2223,0.054017,200.0,11,-1240.752939,-1643.694926,-970.016268,243.437014
23,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2224,0.049149,200.0,11,-1014.559454,-1389.156946,-872.943359,134.362255
24,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2225,0.049044,200.0,11,-1183.589326,-1632.6613,-936.564758,247.386105
25,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2226,0.051194,200.0,11,-1160.854588,-1578.299715,-802.049038,269.732625
26,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2227,0.054237,200.0,11,-1102.463056,-1467.05504,-904.126815,186.132923
27,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2228,0.049333,200.0,11,-1302.782467,-1679.290707,-1027.668427,202.233402
28,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2229,0.049325,200.0,11,-1117.701841,-1532.485498,-904.87668,193.084225
29,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2230,0.051042,200.0,11,-1169.059348,-1746.97155,-898.631871,255.510165
30,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2231,0.059532,200.0,11,-1085.309339,-1501.01532,-876.418293,175.193417
31,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2232,0.052414,200.0,11,-1098.768602,-1644.503736,-886.71523,206.428597
32,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2233,0.060431,200.0,11,-1139.695696,-1467.183454,-860.045746,162.456557
33,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2234,0.053348,200.0,11,-1115.730992,-1577.1756,-924.625186,171.720114
34,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2235,0.052376,200.0,11,-1172.946297,-1791.044784,-871.374008,257.54375
35,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2236,0.049207,200.0,11,-1228.843916,-1788.118063,-898.415255,297.589153
36,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2237,0.049171,200.0,11,-1270.308728,-1603.669083,-882.937006,229.146782
37,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2238,0.052446,200.0,11,-1103.611223,-1603.804704,-830.950519,211.038411
38,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2239,0.052628,200.0,11,-1224.679343,-1738.128653,-895.574902,281.598249
39,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2240,0.052185,200.0,11,-1335.471368,-1705.903237,-1019.29262,232.916054
40,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2241,0.057167,200.0,11,-1165.236379,-1360.688123,-1037.739663,102.583219
41,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2242,0.053,200.0,11,-1158.298214,-1398.436812,-1021.738585,109.940286
42,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2243,0.056518,200.0,11,-1151.925242,-1269.250397,-1102.923493,52.919967
43,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2244,0.063262,200.0,11,-1151.461807,-1531.663724,-1018.089795,182.625272
44,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2245,0.061599,200.0,11,-1109.142222,-1207.6964,-1046.272046,54.952605
45,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2246,0.059806,200.0,11,-1163.554651,-1606.161753,-916.545861,235.060298
46,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2247,0.049281,200.0,11,-1114.304492,-1448.764861,-964.493773,162.415181
47,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2248,0.049452,200.0,11,-1038.246042,-1242.849726,-769.953939,140.913593
48,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2249,0.050126,200.0,11,-1116.378804,-1469.194159,-903.265701,197.87142
49,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2250,0.144928,200.0,11,-1035.712629,-1317.741839,-778.894782,139.512511
50,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2251,0.074853,200.0,11,-1056.783895,-1644.892865,-873.992132,203.330074
51,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2252,0.059984,200.0,11,-1049.557108,-1652.088142,-766.078775,219.323459
52,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2253,0.056491,200.0,11,-1037.316122,-1299.781311,-896.742194,133.158727
53,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2254,0.054773,200.0,11,-1030.412837,-1327.508663,-780.673367,149.619048
54,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2255,0.054595,200.0,11,-1058.087216,-1472.153003,-759.878357,188.029713
55,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2256,0.061257,200.0,11,-1092.007492,-1555.509945,-892.819389,201.113626
56,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2257,0.059098,200.0,11,-1081.071393,-1504.80797,-780.030109,201.773902
57,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2258,0.055266,200.0,11,-1087.647549,-1441.28572,-886.819132,156.493937
58,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2259,0.058896,200.0,11,-1178.196984,-1590.443095,-767.868383,234.155505
59,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2260,0.05874,200.0,11,-1045.874721,-1400.63628,-879.642685,158.894092
60,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2261,0.056609,200.0,11,-992.483432,-1590.511713,-763.362701,214.934048
61,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2262,0.056694,200.0,11,-1035.976314,-1550.65252,-752.171916,244.23796
62,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2263,0.057047,200.0,11,-985.991295,-1440.727744,-666.970742,196.740691
63,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2264,0.051333,200.0,11,-1063.11047,-1435.551511,-784.931524,213.507557
64,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2265,0.051216,200.0,11,-1039.126316,-1447.357401,-629.131025,240.558112
65,"exp_name: Pendulum-v1_2023-01-15 (seperate network, GAE advantage, normalize ret)",2266,0.056399,200.0,11,-1072.104263,-1596.121425,-630.409327,246.274097
