,mean episodic length,mean episodic rewards,timestep
0,200.0,-1277.9901390931113,2600
0,200.0,-1326.9692516560017,5200
0,200.0,-1310.7406571912868,7800
0,200.0,-1239.0813488062604,10400
0,200.0,-1048.1619964680572,13000
0,200.0,-1368.8421347084598,15600
0,200.0,-1204.848486092831,18200
0,200.0,-1150.4603318777515,20800
0,200.0,-1263.2929661048677,23400
0,200.0,-1133.5620103328815,26000
0,200.0,-1352.7517539292417,28600
0,200.0,-1065.7074632337788,31200
0,200.0,-1221.3015274181687,33800
0,200.0,-1054.2160679749252,36400
0,200.0,-1189.2470844194183,39000
0,200.0,-1240.9052256525824,41600
0,200.0,-1208.072508721985,44200
0,200.0,-1246.7505550935914,46800
0,200.0,-1199.7333024764098,49400
0,200.0,-1203.4404807123765,52000
0,200.0,-1044.2891770316314,54600
0,200.0,-1125.783846067617,57200
0,200.0,-1175.8231602377655,59800
0,200.0,-1134.2043836517644,62400
0,200.0,-1210.7404587671865,65000
0,200.0,-1256.0249148677708,67600
0,200.0,-1154.7490265844945,70200
0,200.0,-1130.2467766771022,72800
0,200.0,-1293.907845731711,75400
0,200.0,-1239.059705885478,78000
0,200.0,-1315.2441244661156,80600
0,200.0,-1280.0179276422148,83200
0,200.0,-1234.4820413675507,85800
0,200.0,-1325.7545154930801,88400
0,200.0,-1414.192745205547,91000
0,200.0,-1287.5623951318507,93600
0,200.0,-1254.1888564279068,96200
0,200.0,-1147.3061996594688,98800
0,200.0,-1283.9449235522222,101400
0,200.0,-1231.6859641964677,104000
0,200.0,-1182.2488032693761,106600
0,200.0,-1268.3635996476337,109200
0,200.0,-1243.1274164516942,111800
0,200.0,-1279.4890211246925,114400
0,200.0,-1265.6183029937288,117000
0,200.0,-1288.2368538141955,119600
0,200.0,-1263.579023644027,122200
0,200.0,-1254.636865254602,124800
0,200.0,-1173.4692293317955,127400
0,200.0,-1299.739601994589,130000
0,200.0,-1371.7814036253415,132600
0,200.0,-1173.1911554332657,135200
0,200.0,-1268.7818366177485,137800
0,200.0,-1109.2759895001534,140400
0,200.0,-1205.1441567923869,143000
0,200.0,-1247.459984262315,145600
0,200.0,-1257.072250539365,148200
0,200.0,-1313.49596413886,150800
0,200.0,-1275.1643273875873,153400
0,200.0,-1250.6521706450756,156000
0,200.0,-1122.0141539147628,158600
0,200.0,-1175.0410286553897,161200
0,200.0,-1206.2024313609372,163800
0,200.0,-1176.4711757551634,166400
0,200.0,-1144.7061203139303,169000
0,200.0,-1171.9929541564377,171600
0,200.0,-1148.114276263856,174200
0,200.0,-1220.87632894129,176800
0,200.0,-1213.586104444084,179400
0,200.0,-1205.340515668585,182000
0,200.0,-1299.776703692011,184600
0,200.0,-1172.5393215227652,187200
0,200.0,-1138.908074137238,189800
0,200.0,-1142.449808632341,192400
0,200.0,-1254.3901176700024,195000
0,200.0,-1201.554025660964,197600
0,200.0,-1174.7108184162125,200200
0,200.0,-1146.2417756024113,202800
0,200.0,-1159.064459184849,205400
0,200.0,-1236.1726466331286,208000
0,200.0,-1293.9682909270218,210600
0,200.0,-1146.6735037197514,213200
0,200.0,-1163.2718049625712,215800
0,200.0,-1192.4031656982118,218400
0,200.0,-1062.3171470885986,221000
0,200.0,-1060.3389849660011,223600
0,200.0,-1152.9282094538075,226200
0,200.0,-1269.107912943604,228800
0,200.0,-1124.064318334192,231400
0,200.0,-1088.4995922098549,234000
0,200.0,-1138.6870820581828,236600
0,200.0,-1128.6139925021776,239200
0,200.0,-1147.4476920920536,241800
0,200.0,-1114.6084644224552,244400
0,200.0,-1181.9689545374274,247000
0,200.0,-1136.0113484332107,249600
0,200.0,-1269.4111460959346,252200
0,200.0,-1059.5185206853696,254800
0,200.0,-1146.2986329078494,257400
0,200.0,-1166.674885517377,260000
0,200.0,-1143.4220639109642,262600
0,200.0,-1145.3254964099797,265200
0,200.0,-1217.0944808063882,267800
0,200.0,-1220.3026398870588,270400
0,200.0,-1049.6260230669302,273000
0,200.0,-1186.0361582423195,275600
0,200.0,-1164.5461432897941,278200
0,200.0,-1182.3818350041495,280800
0,200.0,-1219.8610737058773,283400
0,200.0,-1113.7781701917086,286000
0,200.0,-1075.848448212751,288600
0,200.0,-1172.1402194278076,291200
