,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",2200,0.038907,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728,0
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",4400,0.040815,200.0,11,-1451.482837,-1710.192141,-1181.424876,170.080695,1
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",6600,0.041897,200.0,11,-1398.017487,-1731.103334,-875.057401,304.766217,2
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",8800,0.038279,200.0,11,-1122.549746,-1407.172905,-757.871958,203.96039,3
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",11000,0.038299,200.0,11,-1180.326903,-1869.938482,-806.82272,280.444969,4
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",13200,0.039573,200.0,11,-1090.477341,-1755.609628,-711.976873,291.08784,5
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",15400,0.039643,200.0,11,-1358.205389,-1777.329614,-756.838553,365.386358,6
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",17600,0.039761,200.0,11,-1263.114141,-1666.921335,-879.762542,266.255607,7
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",19800,0.037024,200.0,11,-1095.354744,-1743.26862,-862.82166,275.497505,8
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",22000,0.036727,200.0,11,-1181.383951,-1548.19483,-745.042341,268.79843,9
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",24200,0.036128,200.0,11,-1193.24448,-1755.633331,-945.152312,286.346149,10
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",26400,0.037026,200.0,11,-1215.915393,-1843.267272,-868.692829,312.380398,11
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",28600,0.039212,200.0,11,-1330.536818,-1791.496488,-896.088695,316.023821,12
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",30800,0.037013,200.0,11,-1051.329421,-1784.956799,-759.995977,273.538807,13
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",33000,0.036287,200.0,11,-1199.417403,-1563.534122,-887.576225,241.966404,14
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",35200,0.037412,200.0,11,-1149.462294,-1826.445394,-875.82422,258.764304,15
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",37400,0.037941,200.0,11,-1163.200449,-1796.551415,-902.770937,284.038444,16
0,"exp_name: Pendulum-v1_2023-01-16 (reinforce advantage, normalize ret/adv)",39600,0.040003,200.0,11,-1154.012405,-1512.08713,-959.773588,164.769796,17
