,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",2200,0.038002,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728,0
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",4400,0.036934,200.0,11,-1448.24063,-1708.29748,-1179.323648,170.270137,1
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",6600,0.038472,200.0,11,-1382.314022,-1726.192236,-773.118532,320.702692,2
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",8800,0.038548,200.0,11,-1135.454898,-1415.632783,-790.423894,207.936223,3
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",11000,0.037809,200.0,11,-1156.307033,-1868.442333,-764.996847,290.012374,4
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",13200,0.038408,200.0,11,-1104.935205,-1745.334571,-761.068898,266.633007,5
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",15400,0.038398,200.0,11,-1337.344001,-1741.434506,-864.263398,336.925719,6
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",17600,0.035431,200.0,11,-1234.865974,-1638.459395,-1008.730167,234.549211,7
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",19800,0.035695,200.0,11,-1126.840979,-1725.224956,-876.456927,242.223136,8
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",22000,0.036083,200.0,11,-1216.715149,-1531.487742,-955.763298,197.171332,9
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",24200,0.03535,200.0,11,-1154.617731,-1736.281937,-754.021269,294.559287,10
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",26400,0.036984,200.0,11,-1177.494661,-1826.302954,-794.883837,316.839119,11
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",28600,0.037818,200.0,11,-1286.271118,-1778.198531,-832.458378,326.937332,12
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",30800,0.035668,200.0,11,-1065.383424,-1784.032493,-785.055233,258.885958,13
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",33000,0.035664,200.0,11,-1175.649075,-1543.526926,-903.595933,243.464417,14
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",35200,0.035731,200.0,11,-1107.692293,-1822.914117,-821.558649,282.679651,15
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",37400,0.0356,200.0,11,-1098.691282,-1789.301356,-752.82666,326.294859,16
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",39600,0.042485,200.0,11,-1125.220128,-1563.134284,-746.594635,255.172392,17
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",41800,0.039208,200.0,11,-1231.362542,-1598.541815,-912.385636,268.621798,18
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",44000,0.036836,200.0,11,-1127.789385,-1544.809967,-865.931587,243.130279,19
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",46200,0.039728,200.0,11,-1214.461534,-1532.694218,-771.685421,213.63769,20
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",48400,0.038071,200.0,11,-1183.521467,-1554.023761,-762.377793,239.882596,21
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv)",50600,0.043605,200.0,11,-1099.817779,-1523.415089,-759.28211,262.708006,22
