,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",2200,0.039088,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",4400,0.040909,200.0,11,-1476.348364,-1719.877744,-1224.395202,159.471661
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",6600,0.046823,200.0,11,-1414.096082,-1740.833549,-879.602332,297.461407
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",8800,0.03852,200.0,11,-1146.751349,-1438.100818,-729.008083,222.503676
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",11000,0.041792,200.0,11,-1173.390342,-1869.623163,-765.13689,287.114059
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",13200,0.042733,200.0,11,-1120.251537,-1776.907883,-760.896247,292.760087
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",15400,0.040177,200.0,11,-1395.903037,-1791.56733,-754.424723,354.119231
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",17600,0.038915,200.0,11,-1292.422132,-1697.573204,-857.492348,289.47739
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",19800,0.040327,200.0,11,-1172.33441,-1790.052275,-760.914718,296.923532
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",22000,0.037961,200.0,11,-1276.595604,-1624.189188,-797.844621,257.923902
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",24200,0.039083,200.0,11,-1232.185262,-1803.614823,-759.208267,317.386547
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",26400,0.038384,200.0,11,-1300.807021,-1862.390473,-877.798645,304.827436
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",28600,0.041741,200.0,11,-1388.864042,-1823.823566,-886.674556,322.074058
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",30800,0.038483,200.0,11,-1145.305101,-1848.669412,-854.729749,289.44031
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",33000,0.038458,200.0,11,-1209.312512,-1665.590993,-753.363049,331.053163
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",35200,0.037055,200.0,11,-1238.598467,-1861.386251,-873.933787,283.651068
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",37400,0.036802,200.0,11,-1168.33579,-1838.757493,-754.517007,333.794645
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",39600,0.044552,200.0,11,-1169.22014,-1655.577033,-764.02078,277.456536
0,"exp_name: Pendulum-v1_2023-01-14 (seperate network, TD actor-critic advantage, normalize ad/rtv)",41800,0.037972,200.0,11,-1337.042017,-1714.004734,-985.918737,269.168493
