,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,exp_name: hover-aviary-v0_2023-01-19,2048,0.360014,1024.0,2,-9730.524153,-12777.419885,-6683.62842,3046.895733,0
1,exp_name: hover-aviary-v0_2023-01-19,4096,0.389431,1024.0,2,-20837.47589,-34037.719655,-7637.232124,13200.243766,1
2,exp_name: hover-aviary-v0_2023-01-19,6144,0.342242,1024.0,2,-7173.702037,-12663.991161,-1683.412913,5490.289124,2
3,exp_name: hover-aviary-v0_2023-01-19,8192,0.333262,1024.0,2,-23433.224225,-24327.724159,-22538.72429,894.499935,3
4,exp_name: hover-aviary-v0_2023-01-19,10240,0.386154,1024.0,2,-24370.532204,-27243.102143,-21497.962264,2872.56994,4
0,exp_name: hover-aviary-v0_2023-01-19,12288,0.350172,1024.0,2,-8287.250134,-13784.389044,-2790.111225,5497.13891,5
1,exp_name: hover-aviary-v0_2023-01-19,14336,0.320843,1024.0,2,-16866.461576,-23735.605564,-9997.317588,6869.143988,6
2,exp_name: hover-aviary-v0_2023-01-19,16384,0.359827,1024.0,2,-22994.561728,-37890.051108,-8099.072348,14895.48938,7
3,exp_name: hover-aviary-v0_2023-01-19,18432,0.325897,1024.0,2,-16621.563415,-21843.828606,-11399.298224,5222.265191,8
4,exp_name: hover-aviary-v0_2023-01-19,20480,0.34062,1024.0,2,-12355.892509,-15011.728174,-9700.056844,2655.835665,9
0,exp_name: hover-aviary-v0_2023-01-19,22528,0.367733,1024.0,2,-20058.796179,-32436.777075,-7680.815284,12377.980896,10
1,exp_name: hover-aviary-v0_2023-01-19,24576,0.382196,1024.0,2,-6180.075048,-11015.192208,-1344.957887,4835.117161,11
2,exp_name: hover-aviary-v0_2023-01-19,26624,0.356727,1024.0,2,-1300.881841,-1313.343364,-1288.420318,12.461523,12
3,exp_name: hover-aviary-v0_2023-01-19,28672,0.430589,1024.0,2,-1834.530014,-2286.135095,-1382.924934,451.60508,13
4,exp_name: hover-aviary-v0_2023-01-19,30720,0.336513,1024.0,2,-2588.54862,-3913.772109,-1263.325131,1325.223489,14
0,exp_name: hover-aviary-v0_2023-01-19,32768,0.349722,1024.0,2,-8058.654865,-14856.197513,-1261.112217,6797.542648,15
1,exp_name: hover-aviary-v0_2023-01-19,34816,0.380948,1024.0,2,-1263.299423,-1300.473334,-1226.125511,37.173912,16
2,exp_name: hover-aviary-v0_2023-01-19,36864,0.320421,1024.0,2,-2054.861356,-2770.426346,-1339.296367,715.564989,17
3,exp_name: hover-aviary-v0_2023-01-19,38912,0.319839,1024.0,2,-1319.655352,-1320.183191,-1319.127513,0.527839,18
4,exp_name: hover-aviary-v0_2023-01-19,40960,0.349656,1024.0,2,-1212.815711,-1226.282864,-1199.348558,13.467153,19
0,exp_name: hover-aviary-v0_2023-01-19,43008,0.34033,1024.0,2,-1208.981284,-1220.078772,-1197.883796,11.097488,20
1,exp_name: hover-aviary-v0_2023-01-19,45056,0.32274,1024.0,2,-1245.706981,-1327.240744,-1164.173218,81.533763,21
2,exp_name: hover-aviary-v0_2023-01-19,47104,0.334121,1024.0,2,-1196.963062,-1203.77905,-1190.147074,6.815988,22
3,exp_name: hover-aviary-v0_2023-01-19,49152,0.352199,1024.0,2,-7883.017435,-14501.374227,-1264.660644,6618.356792,23
4,exp_name: hover-aviary-v0_2023-01-19,51200,0.341703,1024.0,2,-1230.583206,-1232.173146,-1228.993267,1.589939,24
0,exp_name: hover-aviary-v0_2023-01-19,53248,0.384717,1024.0,2,-1260.817944,-1287.172493,-1234.463395,26.354549,25
1,exp_name: hover-aviary-v0_2023-01-19,55296,0.37886,1024.0,2,-1223.65852,-1228.366896,-1218.950144,4.708376,26
2,exp_name: hover-aviary-v0_2023-01-19,57344,0.328721,1024.0,2,-1106.928965,-1162.524822,-1051.333108,55.595857,27
3,exp_name: hover-aviary-v0_2023-01-19,59392,0.338187,1024.0,2,-1253.391837,-1329.587995,-1177.19568,76.196158,28
4,exp_name: hover-aviary-v0_2023-01-19,61440,0.372033,1024.0,2,-1213.409694,-1254.084859,-1172.734529,40.675165,29
0,exp_name: hover-aviary-v0_2023-01-19,63488,0.335094,1024.0,2,-1398.643412,-1579.842023,-1217.444802,181.19861,30
1,exp_name: hover-aviary-v0_2023-01-19,65536,0.339978,1024.0,2,-1181.300518,-1248.457477,-1114.143559,67.156959,31
2,exp_name: hover-aviary-v0_2023-01-19,67584,0.385248,1024.0,2,-4650.401585,-8103.608318,-1197.194852,3453.206733,32
3,exp_name: hover-aviary-v0_2023-01-19,69632,0.357122,1024.0,2,-1253.608199,-1287.453041,-1219.763357,33.844842,33
4,exp_name: hover-aviary-v0_2023-01-19,71680,0.356081,1024.0,2,-1305.550251,-1389.075717,-1222.024785,83.525466,34
0,exp_name: hover-aviary-v0_2023-01-19,73728,0.394509,1024.0,2,-1296.733802,-1372.181602,-1221.286003,75.4478,35
1,exp_name: hover-aviary-v0_2023-01-19,75776,0.389894,1024.0,2,-1240.604938,-1265.960343,-1215.249532,25.355406,36
2,exp_name: hover-aviary-v0_2023-01-19,77824,0.335576,1024.0,2,-1217.174595,-1230.908661,-1203.440529,13.734066,37
3,exp_name: hover-aviary-v0_2023-01-19,79872,0.374693,1024.0,2,-1359.989192,-1415.383032,-1304.595352,55.39384,38
4,exp_name: hover-aviary-v0_2023-01-19,81920,0.337952,1024.0,2,-1224.816316,-1240.039935,-1209.592697,15.223619,39
0,exp_name: hover-aviary-v0_2023-01-19,83968,0.325749,1024.0,2,-9883.304746,-15502.499139,-4264.110353,5619.194393,40
1,exp_name: hover-aviary-v0_2023-01-19,86016,0.364482,1024.0,2,-1421.448235,-1505.331504,-1337.564966,83.883269,41
2,exp_name: hover-aviary-v0_2023-01-19,88064,0.335968,1024.0,2,-1285.084954,-1359.899852,-1210.270057,74.814897,42
3,exp_name: hover-aviary-v0_2023-01-19,90112,0.320927,1024.0,2,-2485.016613,-3645.917465,-1324.115762,1160.900852,43
4,exp_name: hover-aviary-v0_2023-01-19,92160,0.35464,1024.0,2,-15936.93209,-17829.748529,-14044.11565,1892.81644,44
0,exp_name: hover-aviary-v0_2023-01-19,94208,0.366983,1024.0,2,-10570.085876,-19908.84193,-1231.329822,9338.756054,45
1,exp_name: hover-aviary-v0_2023-01-19,96256,0.322151,1024.0,2,-1400.651316,-1579.828674,-1221.473958,179.177358,46
2,exp_name: hover-aviary-v0_2023-01-19,98304,0.334188,1024.0,2,-8745.823912,-15849.66818,-1641.979645,7103.844267,47
3,exp_name: hover-aviary-v0_2023-01-19,100352,0.365578,1024.0,2,-7227.098729,-13131.453074,-1322.744385,5904.354344,48
4,exp_name: hover-aviary-v0_2023-01-19,102400,0.326567,1024.0,2,-9119.332363,-16849.625437,-1389.039289,7730.293074,49
