,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,exp_name: Pendulum-v1_2023-01-12 (test),2200,0.041052,200.0,-1224.634815,-1633.46679,-739.713681,293.073728
0,exp_name: Pendulum-v1_2023-01-12 (test),4400,0.041205,200.0,-1462.113125,-1714.740111,-1195.103324,166.57026
0,exp_name: Pendulum-v1_2023-01-12 (test),6600,0.040614,200.0,-1380.620881,-1726.654785,-749.840377,326.811218
