,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",2200,0.039926,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728,0
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",4400,0.039184,200.0,11,-1461.468006,-1714.87843,-1193.779771,167.077153,1
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",6600,0.03943,200.0,11,-1400.524347,-1734.785645,-874.576093,302.323068,2
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",8800,0.039917,200.0,11,-1158.435328,-1442.401473,-798.314666,209.34642,3
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",11000,0.040495,200.0,11,-1208.714847,-1870.663715,-787.575986,278.050416,4
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",13200,0.039957,200.0,11,-1113.968831,-1765.189052,-846.710697,279.101139,5
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",15400,0.041705,200.0,11,-1400.39172,-1786.956347,-850.38371,336.803431,6
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",17600,0.038157,200.0,11,-1277.012374,-1681.770544,-888.080198,275.150727,7
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",19800,0.03883,200.0,11,-1146.024937,-1778.245946,-664.251347,308.049382,8
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",22000,0.038155,200.0,11,-1274.39105,-1606.896655,-810.674438,250.193267,9
0,"exp_name: Pendulum-v1_2023-01-17 (actor-critic advantage, new hyperparams, normalize adv, max)",24200,0.037545,200.0,11,-1188.762531,-1789.42915,-761.325215,346.063642,10
