,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",2200,0.040257,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728,0
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",4400,0.040172,200.0,11,-1485.586427,-1723.261534,-1245.769506,155.197728,1
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",6600,0.04157,200.0,11,-1453.510204,-1766.749641,-880.173226,284.864059,2
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",8800,0.038659,200.0,11,-1265.777105,-1519.51625,-985.214931,169.329018,3
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",11000,0.037562,200.0,11,-1352.437833,-1879.294381,-1064.325785,210.117682,4
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",13200,0.035994,200.0,11,-1331.3232,-1828.499528,-1110.575655,217.746407,5
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",15400,0.038409,200.0,11,-1561.215738,-1828.365565,-1156.17637,244.593529,6
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",17600,0.036351,200.0,11,-1469.760731,-1782.695474,-1141.68534,217.410097,7
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",19800,0.036624,200.0,11,-1367.564958,-1835.604098,-1059.750581,210.755641,8
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",22000,0.036029,200.0,11,-1515.530401,-1743.998334,-1294.872435,139.414888,9
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",24200,0.035933,200.0,11,-1452.354719,-1856.209889,-1152.67078,218.422319,10
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",26400,0.037685,200.0,11,-1503.485198,-1893.907392,-1214.798353,207.236159,11
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",28600,0.037158,200.0,11,-1554.621466,-1854.677527,-1177.824205,251.250924,12
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",30800,0.036439,200.0,11,-1331.769649,-1880.530501,-1038.841695,222.455457,13
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",33000,0.036298,200.0,11,-1426.071539,-1779.885892,-1035.374006,256.243671,14
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",35200,0.036487,200.0,11,-1438.60549,-1889.116365,-1182.847227,215.274805,15
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",37400,0.037504,200.0,11,-1413.140923,-1866.614007,-1165.56754,227.756253,16
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",39600,0.038336,200.0,11,-1499.334651,-1814.643245,-1303.198848,168.939422,17
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",41800,0.036476,200.0,11,-1615.709043,-1848.743893,-1322.55691,177.462622,18
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",44000,0.037661,200.0,11,-1575.186869,-1809.525709,-1326.438264,169.529295,19
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",46200,0.037353,200.0,11,-1696.628451,-1844.192179,-1391.971801,123.931451,20
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",48400,0.037266,200.0,11,-1651.195723,-1850.530042,-1406.869107,133.997494,21
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",50600,0.038409,200.0,11,-1625.255785,-1804.248587,-1442.584615,142.513669,22
0,"exp_name: Pendulum-v1_2023-01-16 (TD actor-critic advantage, normalize adv)",52800,0.036966,200.0,11,-1689.247056,-1874.328199,-1501.952139,132.581146,23
