,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",2200,0.036812,200.0,11,-1224.634815,-1633.46679,-739.713681,293.073728,0
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",4400,0.037357,200.0,11,-1441.034843,-1704.847291,-1175.86247,171.143654,1
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",6600,0.037504,200.0,11,-1361.477064,-1712.55316,-788.718902,322.522599,2
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",8800,0.036976,200.0,11,-1037.949218,-1320.463385,-778.887762,194.942393,3
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",11000,0.036796,200.0,11,-1142.505083,-1868.185527,-863.274687,278.012413,4
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",13200,0.037465,200.0,11,-1041.842269,-1741.844642,-748.201843,297.75117,5
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",15400,0.037476,200.0,11,-1352.33653,-1755.656025,-897.316673,333.140635,6
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",17600,0.036953,200.0,11,-1208.887999,-1632.012111,-889.908604,256.415953,7
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",19800,0.038142,200.0,11,-1120.200392,-1697.108126,-897.861469,228.428754,8
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",22000,0.038122,200.0,11,-1160.157913,-1497.513215,-795.830928,230.66112,9
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",24200,0.036184,200.0,11,-1153.555236,-1724.039916,-797.92886,292.83416,10
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",26400,0.038666,200.0,11,-1222.362407,-1828.198075,-904.486374,275.640843,11
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",28600,0.037445,200.0,11,-1276.711992,-1758.479181,-765.556945,334.487066,12
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",30800,0.035721,200.0,11,-1081.467823,-1766.271527,-671.843344,269.479936,13
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",33000,0.038443,200.0,11,-1130.130133,-1529.091024,-758.819119,274.809284,14
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",35200,0.036384,200.0,11,-1098.835301,-1808.020332,-772.318657,282.484059,15
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",37400,0.03825,200.0,11,-1048.799514,-1762.249267,-636.943629,341.132978,16
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",39600,0.036631,200.0,11,-1078.496797,-1501.393591,-762.450554,237.630588,17
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",41800,0.036273,200.0,11,-1183.476541,-1544.426883,-857.418559,271.198096,18
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",44000,0.036146,200.0,11,-1123.273364,-1522.30671,-856.228975,239.80984,19
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",46200,0.035936,200.0,11,-1243.615026,-1541.502745,-741.846593,213.781692,20
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",48400,0.038479,200.0,11,-1146.533684,-1521.204384,-767.81833,237.273188,21
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",50600,0.036599,200.0,11,-1087.062981,-1489.247578,-756.326185,241.927767,22
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",52800,0.034975,200.0,11,-1171.547782,-1586.662437,-753.478321,270.198671,23
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",55000,0.034994,200.0,11,-947.284713,-1351.978403,-746.275221,142.773431,24
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",57200,0.035735,200.0,11,-1070.989155,-1561.333852,-721.145807,301.933276,25
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",59400,0.03755,200.0,11,-1106.328057,-1522.992679,-625.364705,296.932485,26
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",61600,0.038216,200.0,11,-979.192962,-1432.642078,-742.319844,251.365935,27
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",63800,0.035785,200.0,11,-1250.08303,-1657.437105,-756.497526,274.543132,28
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",66000,0.037121,200.0,11,-1091.656449,-1513.783283,-765.554698,234.288343,29
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",68200,0.035396,200.0,11,-1184.079255,-1741.634801,-800.003249,268.128559,30
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",70400,0.037178,200.0,11,-1058.978722,-1521.715691,-754.814666,231.094334,31
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",72600,0.038756,200.0,11,-1041.479361,-1633.690959,-765.329119,238.830221,32
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",74800,0.036867,200.0,11,-1097.545589,-1448.540118,-751.81583,215.116273,33
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",77000,0.035043,200.0,11,-1087.193642,-1599.207676,-756.734569,246.009444,34
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",79200,0.036747,200.0,11,-1143.890531,-1819.106416,-885.81076,291.216422,35
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",81400,0.037075,200.0,11,-1145.925052,-1706.544081,-827.276646,316.053209,36
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",83600,0.038423,200.0,11,-1236.302881,-1558.493344,-878.383649,237.407743,37
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",85800,0.036093,200.0,11,-1038.163773,-1568.326323,-768.855303,230.985232,38
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",88000,0.037124,200.0,11,-1164.386594,-1685.408479,-855.67327,310.172584,39
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",90200,0.035756,200.0,11,-1309.881836,-1708.752102,-909.750127,276.38154,40
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",92400,0.035947,200.0,11,-1126.474955,-1432.566766,-868.277426,211.864298,41
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",94600,0.038748,200.0,11,-1100.793336,-1439.53559,-773.465986,209.272078,42
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",96800,0.035548,200.0,11,-1040.510762,-1251.072961,-864.804869,129.938945,43
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",99000,0.035084,200.0,11,-1034.576476,-1541.403434,-735.772526,260.915815,44
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",101200,0.035782,200.0,11,-1011.505681,-1190.673554,-752.798528,152.129138,45
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",103400,0.035295,200.0,11,-1068.449994,-1578.555313,-772.97103,285.710343,46
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",105600,0.037427,200.0,11,-1060.304347,-1414.796772,-831.502121,166.392105,47
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",107800,0.036341,200.0,11,-973.282404,-1139.388715,-763.047784,105.49825,48
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",110000,0.035064,200.0,11,-1006.110046,-1435.463146,-742.320668,247.340932,49
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",112200,0.034981,200.0,11,-1011.399827,-1303.780517,-814.896724,157.296026,50
0,"exp_name: Pendulum-v1_2023-01-17 (GAE advantage, new hyperparams, normalize ret)",114400,0.035161,200.0,11,-974.975641,-1575.959003,-760.632791,220.424451,51
